"OBJECTID","Join_Count","TARGET_FID","ISO","NAME_0","NAME_1","HASC_1","TYPE_1","ENGTYPE_1","Region","Area","year_sur","level_sur","poor_ppp55","sh_b40","sh_t60","Violence","Dis_risk","Pop","Pop_dens","VIIRS","VIIRS_dens","CountryCode","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y13","y15","y16","y17","y18","y20","y21","y22","y23","y24","y25","y26","y27","y30","y31","y32","y33","y34","y35","y36","y40","y41","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y59","y60","y61","y69","y70","y71","y72","y73","y74","y75","y82","y83","y84","y85","y86","y87","y88","y89","y92","y102","y104","y106","y108","y109","y110","y111","y112","y113","y114","y115","y116","y117","y118","y119","y120","y121","y122","y123","y124","y125","y126","y127","y128","y129","y130","y131","y132","y133","y138","y149","y155","y158","y161","y162","y163","y164","y165","y166","y167","y183","y184","y185","y186","y187","y192","y194","y195","y196","y197","y198","y199","y200","y201","y202","y203","y207","y208","y209","y210","y211","y229","y230","y231","risk_perc","risk_area","bio_perc","bio_area"
273,0,297,"GTM","Guatemala","Chimaltenango","GT.CM","Departamento","Department","LAC",2011.86337856795,2014,"subnatid2",0.6154578,0.0555523,0.0346334,NA,2.68181818181818,687553.65905571,341.749676633169,2461.56851790845,0.00358018386708782,"GT.CM",73.30000305,0.433540165,NA,NA,136.5249939,19.25833321,0.001415739,1894.276489,100,8.792373657,5.770268364,2.210989952,NA,NA,NA,54.79199982,NA,NA,0.018551063,NA,NA,NA,18.48590851,NA,NA,5,20.73286819,NA,1343.635864,0.709313512,0.687268078,0.062097244,2659.038734,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,5.926121235,79.62548828,NA,168.2563541,0.000502491,0.000282532,0,66,57,11.19999981,NA,4.606041938,NA,62.87001419,42.8778553,NA,NA,0.684251986,NA,NA,77477.21094,673247.8125,237232.125,429089.1875,NA,NA,NA,NA,NA,NA,NA,NA,98.48529053,61.31895424,9.294556618,88.904,55.37,NA,NA,NA,784188.5,421215,324.8789978,222.3619385,NA,NA,83.30000305,41.5,2,NA,0.1111283,0.3402704,0.615457773,49.59999847,52.20000076,15.89599991,2.5,216.9594574,11.45342064,2971.74292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206600264,0,26.91941506,0,1894.27648925781,39,NA,0.022700643,0.035016399,NA,0,0.00136692,0.739130434782609,1487.02945372565,0.31608832807571,635.92653164894
274,0,298,"GTM","Guatemala","Chiquimula","GT.CQ","Departamento","Department","LAC",2546.87335570678,2014,"subnatid2",0.5219583,0.0235504,0.026118,NA,2.17857142857143,409858.807640076,160.926261496947,1308.80941444635,0.00319331777199651,"GT.CQ",59.29199982,0.560415804,NA,NA,157.3999939,22.13333321,0,2398.098877,100,1.715933204,1.436396401,0.897760034,NA,NA,NA,68.08499908,NA,NA,0.279595643,NA,NA,NA,19.92896461,NA,NA,5.400000095,27.27844238,NA,1186.465454,0.494752526,0.353063762,0.111475557,1718.622543,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4.530488014,53.75267792,NA,229.9920111,6.64e-05,3.66e-05,0,68,54,36,NA,4.098169531,NA,40.8403244,16.3139803,NA,NA,0.642088501,NA,NA,25198.91602,398474.8438,86468.95313,213317.3281,NA,NA,NA,NA,NA,NA,NA,NA,17.96051216,15.16817964,8.839690208,15.472,12.931,NA,NA,NA,447363.3438,320699,154.4852142,133.7305145,NA,NA,77.5,26.10000038,6.098999977,NA,0.0616583,0.211577699,0.521958292,56.79999924,55.58499908,22.89599991,6.098999977,249.3275757,10.39688492,5483.798828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247221842,0,9.15745599,0,2398.09887695312,38.55555556,NA,0.007678655,0.008552486,NA,0,0.000964655,0.259259259259259,660.300499628518,0.018981018981019,48.342251506983
276,1,300,"GTM","Guatemala","Escuintla","GT.ES","Departamento","Department","LAC",5077.79550795074,2014,"subnatid2",0.3604998,0.0295975,0.0587668,17,2,829841.462926865,163.425538036636,10008.254961174,0.0120604421546674,"GT.ES",73.30000305,0.212078676,0.014849542,NA,253.7583313,27.61249924,0.001138996,4803.990723,100,3.097974777,2.60087955,1.43829,NA,NA,NA,54.79199982,1.22259606,NA,0.55571425,156.0943604,0.120823666,NA,15.91455078,NA,NA,5,13.20275116,NA,1629.501953,0.339197576,0.402162105,0.001196911,4651.107916,0.079999998,NA,NA,NA,NA,NA,0.261005805,NA,0.758797033,0,0.288135588,NA,NA,4.418738365,72.0034256,NA,108.334493,0.000141545,0.00011593,0.711864412,66,57,16.79999924,NA,3.451197671,0.423401664,54.14550018,40.49248028,0.043796687,0.006868899,0.689466113,NA,NA,29166.35352,740009.5625,85727.5,277335.7813,1,0.237345574,NA,3.447965649,0.083863299,0.45526963,NA,0.083863299,41.04832077,39.48501205,12.27421379,36.702,35.005,NA,0.007441611,0.003762547,834513.6875,612714,146.5052032,127.5427094,NA,NA,83.30000305,41.5,2,NA,0.037912399,0.1114344,0.360499799,49.59999847,52.20000076,15.89599991,2.5,275.1507263,5.727544785,6987.105957,NA,1.932531446,0.780060561,0.561366106,NA,NA,NA,NA,NA,NA,NA,NA,0.010212354,0,6.497186383,0,4803.99072265625,34.23636364,1.245775018,0.007625482,0.011114169,0.352067039,0.002779922,0.019169882,0.366666666666667,1861.858352915,0.368552205332669,1871.43273268329
277,2,301,"GTM","Guatemala","Guatemala","GT.GU","Departamento","Department","LAC",2361.90361142526,2014,"subnatid2",0.215773,0.0707568,0.3001441,3,1.92592592592593,3387415.20959854,1434.18858975132,61411.9373394176,0.0181294389791371,"GT.GU",91,0.45218581,NA,NA,NA,22.0387249,0.000332682,2225.165039,100,5.402854443,3.084185347,11.34969997,NA,NA,NA,54.70000076,NA,NA,0.056056894,NA,NA,NA,19.03798294,NA,NA,4.300000191,23.55021667,NA,1233.515747,0.554347992,0.478937119,0.039963406,21316.7917,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,7.566069126,93.32865143,NA,55.68413174,0.000243877,0.000139409,0,52,46,12,NA,4.505100184,NA,39.9225235,31.66835502,NA,NA,0.634317598,NA,NA,78427.35938,2947104.25,172018.7031,727834.125,NA,NA,NA,NA,NA,NA,NA,NA,54.69175339,33.62494126,9.362243652,49.623,29.779,NA,NA,NA,3567261.25,2738314,1424.552856,1230.611694,NA,NA,93.16899872,58.20000076,4.697999954,NA,0.0232505,0.050996501,0.215773001,18.60000038,36.5,16.89599991,3.200000048,39.56766891,1.778190374,14330.62012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290015399,0,20.59159062,0,2225.1650390625,48.72,NA,0.124838866,0.414850533,NA,0.007443757,0.002411944,0.620689655172414,1466.00913812897,0.143931256713212,339.951755028593
278,0,302,"GTM","Guatemala","Huehuetenango","GT.HU","Departamento","Department","LAC",8254.17888456273,2014,"subnatid2",0.7088548,0.1213689,0.0485542,NA,2.53125,1364161.85309029,165.26923782105,5184.26808042824,0.00380033210039126,"GT.HU",43.58499908,0.565542459,NA,NA,267.2250061,19.75416756,2.39e-05,7700.671875,100,1.552372456,1.475783288,0.585826993,NA,NA,NA,60.29199982,NA,NA,0.056160696,NA,NA,NA,18.96817398,NA,NA,6.197999954,21.91086388,NA,5221.277832,0.678028882,0.689256847,0.079488248,3419.594596,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.988235295,NA,NA,5.01718998,261.9614258,NA,272.0202085,0.000140723,9.69e-05,0.011764706,71,50,24,NA,4.793210926,NA,28.45887756,23.61621666,NA,NA,0.694840759,NA,NA,251523.0156,1261418.875,567776.25,905529.3125,NA,NA,NA,NA,NA,NA,NA,NA,22.83307076,19.02626228,8.506415367,19.415,15.954,NA,NA,NA,1418172.625,940583,148.4208832,122.1429749,NA,NA,87.08499908,13.5,3.5,NA,0.196894005,0.444459289,0.708854795,65.69999695,75.5,27.89599991,2.299999952,72.78648376,0.945196569,1876.428955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16753751,0,60.75752561,0,7700.671875,36.58064516,NA,0.003443534,0.001364736,NA,0.00072936,0.003359837,0.548387096774194,4526.48519475871,0.06751316196965,557.265715959765
287,0,303,"GTM","Guatemala","Izabal","GT.IZ","Departamento","Department","LAC",9447.3722391318,2014,"subnatid2",0.4596072,0.0264647,0.0293345,NA,1.72477064220183,490015.504573584,51.8679154552521,3478.8388408795,0.00709944646324369,"GT.IZ",59.29199982,0.486568749,0.078596982,NA,220.9625092,26.77916527,3.13e-05,8823.05957,100,0.452043325,0.444272608,0.430541009,NA,NA,NA,68.08499908,1.060385083,NA,0.296694905,222.8415985,0.064053298,NA,20.17887497,NA,NA,5.400000095,17.00845146,NA,6612.012695,0.749401331,0.59188652,0.000281861,1919.731143,0,NA,NA,NA,NA,NA,0.284176686,NA,0.883166953,0,0.732394338,NA,NA,10.45939445,691.5764771,NA,347.3329574,2.23e-05,1.84e-05,0.267605633,68,54,19.20000076,NA,4.659113288,0.631097648,10.42743301,10.22249699,0.033212498,0.008982658,0.699753948,NA,NA,54229.31641,433087.5938,116768.3047,211183.0781,1,0.125961573,NA,4.577209548,0.099069979,0.309786333,NA,0.099069979,4.345841408,4.249103785,9.441271782,3.863,3.759,NA,NA,0.000114914,508337.3438,311075,46.7675705,35.25704575,NA,NA,77.5,26.10000038,6.098999977,NA,0.118021697,0.254128098,0.459607214,56.79999924,55.58499908,22.89599991,6.098999977,2382.883789,27.00745392,6985.714844,NA,3.346779197,0.59489252,1.014839556,NA,NA,NA,NA,NA,NA,NA,NA,0.001325789,0,29.18602982,0,8823.0595703125,15.2815534,1.374834535,0.00188951,0.002143583,0.119266373,0.088598214,0.019291798,0.231481481481481,2186.89172202083,0.908278011109606,8580.8404675691
288,0,304,"GTM","Guatemala","Jalapa","GT.JA","Departamento","Department","LAC",2102.07461852094,2014,"subnatid2",0.641508,0.028581,0.0181109,NA,1.48,342093.931886673,162.741098185837,1504.11262680218,0.00439678254012541,"GT.JA",73,0.548460901,NA,NA,NA,23.40784264,0,1980.57605,100,2.454528809,1.713527679,0.873090982,NA,NA,NA,70.16899872,NA,NA,0.188608795,NA,NA,NA,19.86722374,NA,NA,5.098999977,26.75015068,NA,907.7504883,0.458326489,0.430485547,0.128711507,1400.339496,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,5.383122921,48.86532593,NA,159.2780344,0.000104198,7.01e-05,0,58,29,28,NA,4.210808913,NA,40.8403244,25.10193946,NA,NA,0.630288728,NA,NA,46518.14063,346878.875,120386.7344,230599.2656,NA,NA,NA,NA,NA,NA,NA,NA,27.13077164,18.84083091,8.549545288,23.739,16.292,NA,NA,NA,402356.4063,227217,160.6897888,114.7226868,NA,NA,88.30000305,39.29199982,5.400000095,NA,0.129409596,0.334905893,0.641507983,58.79999924,50,15.30000019,1.100000024,75.54235077,3.814160585,1857.186035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245331496,0,18.06962287,0,1980.57604980469,34.17391304,NA,0.006535949,0.004979543,NA,0.000140056,0.000186741,0.166666666666667,350.345769753333,0,0
289,0,305,"GTM","Guatemala","Jutiapa","GT.JU","Departamento","Department","LAC",3558.1828221746,2014,"subnatid2",0.5696775,0.032987,0.0265789,NA,2.19047619047619,480908.114402652,135.155538216202,2449.81742703542,0.00509414866097321,"GT.JU",73,0.328506112,0.030566808,NA,156.2750092,23.69166756,2.75e-05,3364.860352,100,12.03975868,2.150182424,0.795632064,NA,NA,NA,70.16899872,1.274360491,NA,0.169426128,156.9275818,0.318348406,NA,16.62991524,NA,NA,5.098999977,16.97553062,NA,1052.702637,0.312851816,0.746576905,0.013526541,2571.138506,0.079999998,NA,NA,NA,NA,NA,0.266514873,NA,0.616624313,0,0.921052635,NA,NA,5.266114235,55.43652344,NA,156.6426091,0.000412998,7.26e-05,0.078947365,58,29,30.39999962,NA,3.821785614,0.398149574,98.95354462,48.34754651,0.437081356,0.082137971,0.613833841,NA,NA,50878.41797,461455.7188,142224.4219,272844.4063,1,0.275570827,NA,3.997533722,0.116300358,0.433737839,NA,0.116300358,123.8446045,23.33519953,9.510264397,110.455,20.584,NA,0.030633869,0.062543318,516103.4063,380739,131.1308899,113.1515045,NA,NA,88.30000305,39.29199982,5.400000095,NA,0.106230102,0.296953291,0.569677472,58.79999924,50,15.30000019,1.100000024,170.5803528,5.069463253,1756.161011,NA,1.67337172,0.851635096,0.618663815,NA,NA,NA,NA,NA,NA,NA,NA,0.051185977,0,13.60737326,0,3364.8603515625,48.54761905,1.37156436,0.006308713,0.004492592,0.401940688,0.006584202,0.006363811,0.256410256410256,912.354569787179,0.0050035739814153,17.8036309901287
290,2,306,"GTM","Guatemala","PetŽn","GT.PE","Departamento","Department","LAC",39506.5059803121,2014,"subnatid2",0.4885151,0.0427792,0.0469208,27,0.873893805309734,720545.47940135,18.2386536475899,5596.09684082866,0.00776647276377066,"GT.PE",30.89599991,0.119878523,NA,NA,170.7033386,26.57444382,0.000294263,36360.1875,100,0.457337767,0.247077267,0.129531994,NA,NA,NA,45.58499908,NA,NA,0.422034025,NA,NA,NA,19.25045967,NA,NA,6.800000191,10.24612141,NA,30554.13477,0.840318382,0.524125814,0.031918772,1881.891517,0.143999994,NA,NA,NA,NA,NA,NA,NA,NA,0,0.558139563,NA,NA,18.98814964,5801.665039,NA,678.7066307,0.000121781,2.21e-05,0.441860467,67,48,44,NA,3.633883245,NA,14.34825706,5.845002323,NA,NA,0.759851482,NA,14047,41739.83984,710779.8125,159063.8125,363153.8125,NA,NA,NA,NA,NA,NA,NA,NA,9.401165009,3.277505241,8.783790588,7.302,2.728,NA,NA,NA,871381.9375,373392,17.31022072,10.26925373,NA,NA,56.70000076,9.800000191,9,NA,0.056148499,0.213972896,0.488515109,65.69999695,52,14.60000038,1.899999976,26215.57031,72.09965515,2509.691895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013734805,0,2.904623965,0,36360.1875,6.87804878,NA,0.000591042,0.000687644,NA,0.00686866,0.000432592,0.0271493212669683,1072.57482299457,1,39506.5059803
275,0,299,"GTM","Guatemala","El Progreso","GT.PR","Departamento","Department","LAC",1803.28907853057,2014,"subnatid2",0.4525712,0.0075624,0.0123538,NA,1.45,167658.393227577,92.9736641915423,1303.23701474816,0.00777316893988815,"GT.PR",59.29199982,0.57127589,NA,NA,173.3000031,22.19166565,0,1694.750122,100,1.715933204,1.529750658,0.824622989,NA,NA,NA,68.08499908,NA,NA,0.124202251,NA,NA,NA,19.67621231,NA,NA,5.400000095,27.95419312,NA,853.1682739,0.503418326,0.305678248,0.139584348,1201.821387,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,4.48593235,38.27255249,NA,153.7477876,7.51e-05,6.63e-05,0,68,54,48.79999924,NA,4.020643779,NA,27.08997345,24.22868356,NA,NA,0.60621483,NA,NA,6112.607422,162778.6563,28410.30859,77401.67969,NA,NA,NA,NA,NA,NA,NA,NA,19.7765522,17.74787321,9.673060417,17.134,15.31,NA,NA,NA,181637.6719,126181,94.13566589,74.45404053,NA,NA,77.5,26.10000038,6.098999977,NA,0.0357407,0.166116402,0.452571213,56.79999924,55.58499908,22.89599991,6.098999977,208.3782654,12.29551601,6024.628906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.413898408,0,20.57128426,0,1694.75012207031,36.33333333,NA,0.014182075,0.011966577,NA,0,0.00245459,0.3,540.986723559,0.0204946996466431,36.9578680405442
292,0,308,"GTM","Guatemala","QuichŽ","GT.QC","Departamento","Department","LAC",7759.21137396192,2014,"subnatid2",0.6640081,0.0947029,0.0479238,NA,1.69230769230769,1041677.39343071,134.250420980453,2431.93234126642,0.00233463100630127,"GT.QC",43.58499908,0.541814566,NA,NA,225.4333344,18.14166641,0.000101654,7254.435547,100,2.245987177,1.803989947,0.400999993,NA,NA,NA,60.29199982,NA,NA,0.075694419,NA,NA,NA,19.41248322,NA,NA,6.197999954,18.97140121,NA,5462.010254,0.752920091,0.662469089,0.063445061,2475.557654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.918604672,NA,NA,7.550857544,412.4286194,NA,291.6794198,0.000116215,8.43e-05,0.08139535,71,50,31.20000076,NA,4.92052725,NA,37.35803223,30.01917076,NA,NA,0.713896429,NA,NA,158632.8594,1074464.75,432310.9688,732494.4375,1,NA,NA,NA,NA,NA,NA,NA,24.37480354,19.61554909,8.666003227,20.719,16.49,NA,NA,NA,1274421,680699,130.6321411,93.83210754,NA,NA,87.08499908,13.5,3.5,NA,0.143801093,0.391891003,0.664008081,65.69999695,75.5,27.89599991,2.299999952,495.7053528,6.833134651,2359.64209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191440672,0,45.49811532,0,7254.435546875,27.11827957,NA,0.002287224,0.003579498,NA,0.002134743,0.002426999,0.153846153846154,1193.72482676308,0.238323155636244,1849.19973989078
291,0,307,"GTM","Guatemala","Quezaltenango","GT.QZ","Departamento","Department","LAC",2278.51478113681,2014,"subnatid2",0.5243962,0.0553022,0.0520491,NA,2.92,874690.985752106,383.886465426264,8333.08712592721,0.00952689265313736,"GT.QZ",71.80000305,0.495852292,NA,NA,276.6166687,22.15833473,0.000344709,2143.495605,100,8.792373657,3.757133763,3.873040199,NA,NA,NA,60.20000076,NA,NA,0.196656272,NA,NA,NA,15.56986141,NA,NA,5.300000191,14.40985489,NA,1256.796021,0.586330116,0.567045748,0.068424672,4020.283457,0.079999998,NA,NA,NA,NA,NA,NA,NA,NA,0,0.857142866,NA,NA,4.463785648,56.10067749,NA,153.0015504,0.000502491,0.000211607,0.142857149,79,58,16.79999924,NA,4.119388489,NA,62.87001419,42.91324089,NA,NA,0.674128237,NA,NA,91164.97656,822872.25,240194.9219,461236.0625,1,NA,NA,NA,NA,NA,NA,NA,98.48529053,40.26694064,10.12438488,88.904,36.057,NA,NA,NA,963442.8125,643123,372.0857544,300.034668,NA,NA,81.66899872,25.5,1.600000024,NA,0.103648797,0.273086399,0.524396181,66.40000153,61.29199982,23.10000038,3.700000048,190.5077667,8.887714386,5109.286133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088073067,0,78.82562984,0,2143.49560546875,53.92,NA,0.068166137,0.149968773,NA,0.001982075,0.009307134,0.827586206896552,1885.66740508138,0.449048152295633,1023.16285244921
293,0,309,"GTM","Guatemala","Retalhuleu","GT.RE","Departamento","Department","LAC",2046.93796921786,2014,"subnatid2",0.4471713,0.0164087,0.0233887,NA,2.04761904761905,367513.544010878,179.543078264997,2278.84163669869,0.00620070110023277,"GT.RE",71.80000305,0.434776753,0.033470832,NA,201.0583344,28.88333702,0,1932.148804,100,3.955119133,2.431358562,0.886085987,NA,NA,NA,60.20000076,1.182116921,NA,0.634175539,156.4671021,0.323658982,NA,15.48936558,NA,NA,5.300000191,12.12880707,NA,475.3165894,0.246004134,0.238624886,0.030541304,1251.746995,0.079999998,NA,NA,NA,NA,NA,0.271207658,NA,0.542013375,0,0.181818187,NA,NA,6.559055328,31.17627716,NA,159.0783807,0.000214215,0.000116287,0.818181813,79,58,20.79999924,NA,3.079992835,0.319847334,49.75954437,30.00052471,0.052975808,0.054974863,0.652388477,NA,NA,21030.55664,323342,58635.96875,150332.5156,NA,0.229209125,NA,2.969347375,0.069922238,0.370879909,NA,0.069922238,41.24168396,36.81060486,11.95158482,37.159,32.528,NA,0.010579915,0.018025041,367284.9063,250534,157.9126129,129.6660004,NA,NA,81.66899872,25.5,1.600000024,NA,0.062556401,0.174415499,0.447171301,66.40000153,61.29199982,23.10000038,3.700000048,134.4188385,6.956960678,6872.566895,NA,2.112819624,0.869957991,0.52198099,NA,NA,NA,NA,NA,NA,NA,NA,0.034760509,0,5.059476544,0,1932.14880371094,33.58333333,0.93592181,0.003212351,0.001801413,0.311062613,0.009061705,0.049623623,0.5,1023.46898461,0.149968886123211,306.977007207231
294,0,310,"GTM","Guatemala","SacatepŽquez","GT.SA","Departamento","Department","LAC",594.049826071593,2014,"subnatid2",0.3423174,0.0134702,0.0264304,NA,3.875,413920.838993073,696.777981958685,4208.48352351785,0.0101673632421012,"GT.SA",73.30000305,0.27308324,NA,NA,NA,21.68888855,0.000660611,560.0571289,100,8.792373657,7.148772331,6.266680241,NA,NA,NA,54.79199982,NA,NA,0.013377372,NA,NA,NA,18.09674072,NA,NA,5,16.65384674,NA,387.0683899,0.691123068,0.698761344,0.034516923,2014.079166,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,3.988705635,15.43901825,NA,81.58893871,0.000502491,0.000398309,0,66,57,16.79999924,NA,4.256442356,NA,62.87001419,60.35181638,NA,NA,0.660157502,NA,NA,13070.45605,328880.3125,40017.63281,120550.1875,NA,NA,NA,NA,NA,NA,NA,NA,98.48529053,81.90698584,9.465524673,88.904,73.837,NA,NA,NA,381488.0313,295822,576.5169678,528.199707,NA,NA,83.30000305,41.5,2,NA,0.037115201,0.1136351,0.342317402,49.59999847,52.20000076,15.89599991,2.5,199.1077576,35.55133057,6048.821777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202312112,0,67.93361078,0,560.05712890625,26.83333333,NA,0.048554908,0.048391841,NA,0,0.00181668,1,594.049826072,0.449462365591398,267.00304010548
295,0,311,"GTM","Guatemala","San Marcos","GT.SM","Departamento","Department","LAC",3803.64176323546,2014,"subnatid2",0.670645,0.0994167,0.0490839,NA,3.16279069767442,1008138.61243057,265.045626056284,5943.51163423061,0.00589553019886928,"GT.SM",71.80000305,0.560878217,0.073535842,NA,160.4499969,16.78333473,5.18e-05,3570.463867,100,3.955119133,3.081213541,1.397359967,NA,NA,NA,60.20000076,1.204373621,NA,0.118973047,159.9804535,0.437456595,NA,13.93481541,NA,NA,5.300000191,18.14500999,NA,2345.281738,0.656856298,0.663552344,0.038225625,4042.841093,0.079999998,NA,NA,NA,NA,NA,0.276996553,NA,0.70673236,0,0.944444418,NA,NA,2.273375511,53.31705856,NA,242.1203358,0.000214215,0.000162969,0.055555556,79,58,30.39999962,NA,4.584688894,0.423973412,49.75954437,40.75861844,0.0758071,0.086880272,0.702647308,NA,NA,163337.2031,1097392.75,436220.5625,758470.5625,NA,0.213840294,NA,3.40063502,0.054048089,0.439285643,NA,0.054048089,41.24168396,32.48930322,9.521267891,37.159,28.783,NA,0.013090114,0.03204295,1243615.625,849923,285.6256714,238.0427399,NA,NA,81.66899872,25.5,1.600000024,NA,0.144423902,0.385709286,0.670644999,66.40000153,61.29199982,23.10000038,3.700000048,211.8448639,5.93325901,2817.60498,NA,2.125900984,0.805660003,0.430975659,NA,NA,NA,NA,NA,NA,NA,NA,0.155050591,0,81.96852879,0,3570.4638671875,53.95555556,0.8289389,0.009808742,0.014160626,0.250887399,0.000103522,0.014234322,0.904761904761905,3441.39016674095,0.414740368509213,1577.52378656319
297,0,313,"GTM","Guatemala","Solol‡","GT.SO","Departamento","Department","LAC",1259.38968348865,2014,"subnatid2",0.6118966,0.0341092,0.0278121,NA,3.30769230769231,496165.868805408,393.973267615608,1763.61934841424,0.00355449550099126,"GT.SO",71.80000305,0.450480759,NA,NA,175.9166718,18.29999924,0.000546448,1185.536865,100,8.792373657,8.79022961,2.27429986,NA,NA,NA,60.20000076,NA,NA,0.015612802,NA,NA,NA,17.47562027,NA,NA,5.300000191,13.85022068,NA,800.1848145,0.674955666,0.739110112,0.027868854,1697.306852,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,2.246020079,17.97231102,NA,158.4119718,0.000502491,0.000502368,0,79,58,36,NA,4.760558319,NA,62.87001419,62.86121074,NA,NA,0.686377943,NA,NA,47891.85547,480848.4375,125085.0156,302420,NA,NA,NA,NA,NA,NA,NA,NA,98.48529053,98.46042449,9.264286041,88.904,88.882,NA,NA,NA,561272.9375,355502,365.236084,299.8658447,NA,NA,81.66899872,25.5,1.600000024,NA,0.096901201,0.253088713,0.611896574,66.40000153,61.29199982,23.10000038,3.700000048,925.2780151,78.04717255,3087.199951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087665893,0,98.96477809,0,1185.53686523438,31.625,NA,0.016939892,0.020186255,NA,0.107025765,0.005230289,1,1259.38968349,0.511651469098278,644.368581724873
296,0,312,"GTM","Guatemala","Santa Rosa","GT.SR","Departamento","Department","LAC",3210.6208034049,2014,"subnatid2",0.5352148,0.0247702,0.0222372,NA,2.30555555555556,385689.204249859,120.129167493349,2232.4664160721,0.00578825228052236,"GT.SR",73,0.172501877,0.022564981,NA,192.625,23.86666679,0,3037.388916,100,5.402854443,2.587025487,0.548466027,NA,NA,NA,70.16899872,1.235833157,NA,0.195018485,NA,0.259058116,NA,14.80544949,NA,NA,5.098999977,11.97874069,NA,1667.817017,0.549095631,0.764262378,0.003693416,1811.012629,0.079999998,NA,NA,NA,NA,NA,0.337938252,NA,0.813085273,0,0.805555582,NA,NA,4.933381557,82.27977753,NA,144.3380939,0.000243877,0.000103805,0.194444448,58,29,23.20000076,NA,4.231639242,0.519807343,87.23446655,44.49388047,0.297278986,0.052403653,0.696992145,NA,NA,49932.93359,365050.1875,99242.03125,204761.7188,1,0.280112523,NA,4.391912174,0.125092064,0.479190611,NA,0.125092064,54.69175339,29.94728188,10.19769764,49.623,26.163,NA,0.022492428,0.036250281,411870.1563,310340,116.0164642,102.1732864,NA,NA,88.30000305,39.29199982,5.400000095,NA,0.130516797,0.25940299,0.535214782,58.79999924,50,15.30000019,1.100000024,129.7628479,4.272184372,3792.957031,NA,1.673411775,0.807182442,0.657338423,NA,NA,NA,NA,NA,NA,NA,NA,0.005494338,0,13.3787323,0,3037.38891601562,31.21052632,1.433783226,0.003174506,0.003046616,0.433729596,0.006990019,0.02136687,0.305555555555556,981.023023261111,0.29746835443038,955.058087087342
298,0,314,"GTM","Guatemala","SuchitepŽquez","GT.SU","Departamento","Department","LAC",2216.61310876441,2014,"subnatid2",0.5147059,0.0325893,0.0365749,NA,2.5,593138.561595917,267.587771294263,2632.38892364874,0.00443806741643295,"GT.SU",71.80000305,0.351555884,0.017031698,NA,NA,27.03594017,0,2092.594238,100,8.792373657,4.037211312,1.453400016,NA,NA,NA,60.20000076,1.17831013,NA,0.386354625,NA,0.108905589,NA,17.42902184,NA,NA,5.300000191,12.76457024,NA,1119.381226,0.534925103,0.572054386,0.012698554,1865.28928,0.079999998,NA,NA,NA,NA,NA,0.304060774,NA,1.504958283,0,0.565217376,NA,NA,8.208842278,91.888237,NA,125.494829,0.000502491,0.000206629,0.434782594,79,58,22.39999962,NA,4.103234574,0.22481647,62.87001419,47.46054817,0.008449764,0.000657361,0.722810052,NA,NA,59007.64453,551352.5,135484.3438,295958.4688,NA,0.278190226,NA,2.746009837,0.101130027,0.362035613,NA,0.101130027,98.48529053,51.8790818,11.89263535,88.904,46.409,NA,0.004843657,0.000532286,633542.4375,411952,247.4320679,196.8618622,NA,NA,81.66899872,25.5,1.600000024,NA,0.102621101,0.235622898,0.514705896,66.40000153,61.29199982,23.10000038,3.700000048,115.2239761,5.506274223,7353.583008,NA,2.104658286,0.868909742,0.553669431,NA,NA,NA,NA,NA,NA,NA,NA,0.017123137,0,14.74212101,0,2092.59423828125,41.11538462,0.949263953,0.003672404,0.013871798,0.348494147,0.001681342,0.006415646,0.478260869565217,1060.11931288522,0.664942528735632,1473.92032576743
