"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"AFG","Afghanistan",,,,,,,,,,,,0.6122,0.682,0.682,0.8318,,,,,0.6239,,,,
"ALB","Albania",,,,,,,,,,,,,5.176,,5.04,,,,5.8386,,,4.7996,,
"DZA","Algeria",,,,,,,,3.2854,,,,,3.113,,,3.154,,,,,,4.07,,
"AND","Andorra",,,,,,,,,,,,7.51,7.896,,6.751,8.765,,,,,7.3461,,,
"AGO","Angola",,,0.9615,,,,,,,1.0416,,,,,1.4434,,,,,,,,,
"ATG","Antigua and Barbuda",,,,,2.9951,,,,,,,,4.6061,,,,,,,,,,5.8823,
"ARG","Argentina",,,,3.8023,,,3.6741,,,3.6487,,,,,,,,,8.1185,,,,6.54,
"ARM","Armenia",,,,,,,,,,,,8.62,8.567,,7.687,8.5368,8.6264,8.6425,8.5585,8.5084,,,,
"AUS","Australia",,12.8796,,,,,12.233,,,,,13.4735,,,12.1487,13.766,13.6738,13.4773,15.7629,15.8367,15.988,16.2486,,
"AUT","Austria",,,,,,,,,12.762,,,10.21,10.436,,,12.5808,12.6739,12.9058,13.0291,13.2433,13.2459,13.3219,,
"AZE","Azerbaijan",,,,,,,,,,,,12.04,12.214,,12.126,11.7135,11.0344,10.8834,10.6725,10.4087,,,,
"BHS","Bahamas",,,,5.636,,,,,,,,,,6.7049,,,6.2411,,,,,,5.0759,
"BHR","Bahrain",,,,,,4.0009,4.1685,3.9491,3.8731,,3.7303,3.7323,,3.552,3.4928,3.4088,3.4421,3.4364,3.4567,3.4488,3.4201,,,
"BGD","Bangladesh",,,,,,,,,0.5301,,0.5742,0.5824,0.4769,0.4891,0.51,0.5301,0.5598,0.5884,0.6026,0.7218,0.7374,0.7381,0.8335,
"BRB","Barbados",6.483,,,,4.91,7.2165,7.3882,,,,6.5694,,,,,6.667,,,,,,,8.5159,
"BLR","Belarus",,,,,,,,,,,,17.29,17.429,,12.8026,14.5884,14.8573,15.2526,15.2381,15.5155,,,,
"BEL","Belgium",,,,,,,,,,,,,,,,13.4936,13.1792,13.5674,13.8698,13.9878,13.8331,14.4245,,
"BLZ","Belize",,,,,,2.2402,,,,,,,,,2.5837,2.787,,2.2572,,,,,2.8209,
"BEN","Benin",,,,,,,,,,0.7871,,,,0.882,,0.83,,0.8448,0.7823,,,0.7717,,
"BTN","Bhutan",,,,,,,,,,0.9886,,,1.0029,1.194,,0.264,,1.235,1.3098,1.5467,1.6777,1.7899,1.8809,
"BOL","Bolivia, Plurinational State of",,,,,,,3.345,,,,,,0.9517,,,1.2877,1.4794,,,,,2.3468,,
"BIH","Bosnia and Herzegovina",,,,,,,,,,,6.108,,,,6.692,7.5831,7.7649,8.0939,8.1174,,,,,
"BWA","Botswana",,,,2.8085,3.2349,2.7877,2.5665,2.6303,2.7578,2.9892,2.6587,2.9705,3.3818,3.2532,3.2875,3.293,3.2346,3.1757,,,,3.6692,,
"BRA","Brazil",2.7964,3.0943,3.3398,3.5422,3.9052,4.8906,4.3656,4.7788,5.1157,5.2945,5.4246,5.4534,8.2337,8.2167,,9.1536,,,9.3815,,,,8.1054,11.8582
"BRN","Brunei Darussalam",,,,,,4.898,,7.2644,,6.6426,6.5608,6.3975,6.1563,6.6042,6.282,8.9272,9.5076,9.7798,9.125,7.9888,8.3713,,,
"BGR","Bulgaria",,,,,,,,,,,,8.23,8.345,8.355,,8.9462,9.0445,9.1979,9.3445,9.2908,,,,
"BFA","Burkina Faso",,,,,,,,,,0.5575,,0.452,,0.4027,0.4491,0.5997,0.495,0.6787,,,,0.6296,,
"BDI","Burundi",,,,,,,,,,0.2155,,,,,,0.729,,,,,,0.73,,
"KHM","Cambodia",,1.1728,,1.1554,,1.0839,,,,,,,,1.0899,1.0924,1.0864,1.0999,1.0883,1.4357,1.1229,,,,
"CMR","Cameroon",,,,,,,,,,1.7198,0.4451,,0.5189,,0.4617,0.6222,1.0235,,,,,,,
"CAN","Canada",,,,12.0457,,,11.8986,11.3676,,11.8038,,11.9322,,12.248,,11.3617,,11.7435,11.9408,12.2599,12.3786,12.4724,,
"CPV","Cape Verde",,,,,,,,,,1.367,,,,,1.503,1.662,1.6434,1.5778,1.7343,,1.9966,,,
"CAF","Central African Republic",,,,,,,,,,0.4794,,,,0.232,0.2956,,,,,,0.2668,,,
"TCD","Chad",,,0.0739,0.0763,0.0885,0.153,,,,0.2929,,0.2168,,,,,,0.3216,0.3525,,,0.4112,,
"CHL","Chile",,,,,,,,1.0098,1.0798,1.1174,1.1127,1.1855,1.1801,1.1885,1.178,,,,,,,1.94,,
"CHN","China",2.0703,2.0992,2.1358,2.1446,2.1884,2.2244,2.138,2.0754,,,,,,,2.7658,2.9606,3.1052,3.3521,3.6453,3.848,4.0928,,,
"COL","Colombia",,1.677,1.7195,1.7773,1.8263,,,1.9894,,,2.0481,2.0829,2.1177,2.1527,2.1878,2.2235,2.5808,2.7071,2.8303,2.9009,3.0779,3.2054,3.3462,
"COM","Comoros",,,,,,,,,,1.1772,0.7522,,,,0.8926,,,1.0913,,,,,,
"COG","Congo",,,,,,,,,,1.2282,,1.5701,0.979,,,0.919,1.859,,,,,,,
"COD","Congo, the Democratic Republic o",,,,,,,,,,0.636,,,,,0.5034,,,,0.56,,,,,
"CRI","Costa Rica",,,,,,2.2563,,,,,,,,,,,,,1.9454,,,,,
"CIV","Cote d'Ivoire",,,,,,,,,,0.6812,0.5828,,,0.6142,,0.627,0.619,,,1.0843,,,,
"HRV","Croatia",,,,,,,,,,,,7.93,8.17,,,8.9777,9.1732,9.3672,9.9442,9.6339,,11.1096,,
"CUB","Cuba",,,,,,,,13.4569,,,,,15.0584,,,15.8404,,15.3042,15.077,15.4135,,,15.98,
"CYP","Cyprus",5.1766,,,,,,,,,,,,5.4104,5.4808,5.5724,,,,6.4849,6.6215,,7.2028,,
"CZE","Czech Republic",,,,,,,,,,,,12.51,12.564,12.175,,12.0435,12.0145,12.0703,12.0063,,,12.7211,,
"DNK","Denmark",,9.828,17.1047,10.783,,,20.8466,,17.8542,17.5443,18.1805,12.919,17.959,18.8619,19.3855,19.6789,19.8879,20.2062,20.4093,20.6072,20.8881,14.7571,,
"DJI","Djibouti",,,,,0.837,,,,,0.5515,0.7534,,,,,1.029,,,,0.7553,,,,
"DMA","Dominica",,,5.0141,,,,8.0632,,,,,,,,,,,,,,,,6.9824,
"DOM","Dominican Republic",,,,,,3.623,,,,,,,,,,,2.8281,,,,,,1.8699,
"ECU","Ecuador",2.853,3.0194,3.0412,2.9543,3.036,3.082,3.1422,3.2115,3.0393,,,,,,3.4971,3.7898,3.7497,,,,4.5616,3.25,,
"EGY","Egypt",,,,,,,,,,,,,,,,6.35,,,,2.193,2.31,2.1942,2.1891,
"SLV","El Salvador",,,,,1.9232,,,2.1953,,,2.0632,,,2.3683,,2.001,,,,,,3.847,,
"GNQ","Equatorial Guinea",,,,,,,,,,0.585,,,,,,,,,,,,,0.9,
"ERI","Eritrea",,,,,,,,,,0.7049,,,,,,,,,,,,,,
"EST","Estonia",,,,,,13.0119,,,,,,10.31,,10.229,,9.9189,10.1001,9.7275,9.5006,9.5912,9.7674,9.9177,,
"ETH","Ethiopia",,,,,,,,,0.241,0.235,0.2771,0.2531,0.2463,0.2266,0.2768,0.258,,,,,,,0.94,
"FJI","Fiji",,,,,2.2901,,,,2.4981,,,,,2.5151,2.7335,2.668,,,3.6592,,3.7754,,,
