"country","iso3","region","income","SL.TLF.CACT.FE.ZS","SH.H2O.SMDW.ZS","SH.STA.SMSS.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","conf_gov","trust_ppl","NY.ADJ.SVNG.GN.ZS","EG.FEC.RNEW.ZS","ER.H2O.INTR.PC","wat_qua","agri_value","agri_land","gdp_ghg","cont_corr","gov_effect","reg_qua","lpi_score","WWT.new","waste_managed","BHV.new","FSH.new","sdg9_intuse","water_efficiency_FAO","water_efficiency_GDP","GIB.new","EG.ELC.ACCS.ZS","FX.OWN.TOTL.FE.ZS","gdpgr_1519","SG.GEN.PARL.ZS","per_si_allsi.cov_pop_tot","SE.ADT.LITR.FE.ZS","wom_manage_SDG","gov_spe_edu_SDG","balance_imf","taxrev_imf","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","smes_wom","patents","IS.SHP.GCNW.XQ","dai","gci","risk_to_assets","risk_wellbeing","pop_dis","rain_exp","EN.POP.SLUM.UR.ZS","pov_1016","SI.POV.GINI","EN.ATM.PM25.MC.M3","forest_loss","ref_idp","sec_aparat","waste_rate","EN.ATM.CO2E.PC","Tenure.insecurity","u_1519","infl_1519","SH.STA.TRAF.P5","SI.POV.NAHC","EN.ATM.CO2E.PP.GD","hepat_SDG","debt_gdp_IMF","capstock_imf","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","energ_int_ch","you_neet_1317","ghg_pc","pop_epid","EG.EGY.PRIM.PP.KD","SH.STA.MMRT"
"Algeria","DZA","Middle East & North Africa","Lower middle income",0,NA,0,0.75,NA,0.615384615384615,0.666666666666667,0.675,0.2,NA,NA,0.837837837837838,NA,0.0769230769230769,0.128205128205128,1,0.275,0.815789473684211,0.487179487179487,0.666666666666667,0.0512820512820513,0.473684210526316,0.91304347826087,0.821428571428571,0.948717948717949,0.148148148148148,0.769230769230769,0.869565217391304,0.65,0.153846153846154,0.75,0.394736842105263,0.125,0.615384615384615,NA,0.545454545454545,0.1,0.172413793103448,0.03125,0.78125,0.861111111111111,1,0.8,0.725,0.975,0.384615384615385,0.657142857142857,NA,0.972222222222222,NA,0.464285714285714,0.25,0.552631578947368,0.78125,0.527777777777778,0.527777777777778,0.875,0.842105263157895,NA,0.942857142857143,NA,0.325,0.25,0.230769230769231,0.58974358974359,0.1,NA,0.857142857142857,0.1,0.461538461538462,0.375,NA,NA,0.974358974358974,0.483870967741935,0.333333333333333,0.815789473684211,0.025,0.837837837837838,0.175,NA,0.666666666666667,0.692307692307692,0.974358974358974,0.964285714285714,0.128205128205128,0.909090909090909,1,NA,NA,0.425,0.974358974358974,0.962962962962963,0.05,0.5625,0.512820512820513,NA,0.666666666666667,0.65
"Angola","AGO","Sub-Saharan Africa","Lower middle income",0.875,NA,NA,0.0833333333333333,0.166666666666667,0.0256410256410256,NA,0.6,0.425,NA,NA,0.135135135135135,0.6,0.692307692307692,0.846153846153846,NA,0.125,1,0.102564102564103,0.0769230769230769,0.128205128205128,0.0263157894736842,NA,0.678571428571429,0.871794871794872,0.777777777777778,0.0256410256410256,NA,1,0.58974358974359,0.1,0.157894736842105,0.025,0.769230769230769,NA,NA,NA,NA,0.75,0.9375,0.25,0.0256410256410256,0.325,0,0.15,0.179487179487179,0.0285714285714286,NA,0,0.810810810810811,0.25,0.678571428571429,0.236842105263158,NA,0.916666666666667,0.666666666666667,0.625,0.789473684210526,0.15625,NA,0.0689655172413793,0.5,0.666666666666667,0.435897435897436,0.384615384615385,0.45,0.4,NA,0.325,0,0.225,0.303030303030303,0.542857142857143,0.0256410256410257,0,0.102564102564103,0.736842105263158,0.85,0.135135135135135,0.6,0.297297297297297,0.666666666666667,0.307692307692308,0.384615384615385,0.892857142857143,0.358974358974359,1,0.743589743589744,0.617647058823529,0.0588235294117647,0.9,0.128205128205128,0.111111111111111,0.3,0.28125,0.923076923076923,0.21875,0.794871794871795,0.375
"Bangladesh","BGD","South Asia","Lower middle income",0.275,0.666666666666667,NA,0.5,0.5,0.871794871794872,0.777777777777778,0.775,0.125,0.8,0.545454545454545,0.972972972972973,0.4,0.230769230769231,0.205128205128205,0,0.95,0.631578947368421,0.256410256410256,0.282051282051282,0.179487179487179,0.605263157894737,NA,0,0.0769230769230769,1,0.0512820512820513,0.347826086956522,0.35,0.717948717948718,0.45,0.526315789473684,1,0.461538461538462,0.148148148148148,0.393939393939394,0.15,0.482758620689655,0.4375,0.75,0.472222222222222,0.307692307692308,0.275,0.9,0.75,0.512820512820513,0.571428571428571,0,0,0,0.178571428571429,0.285714285714286,0.394736842105263,0.5,0.138888888888889,0.111111111111111,0.275,0.105263157894737,0.21875,0.371428571428571,0.793103448275862,0.125,0.444444444444444,0.128205128205128,0.230769230769231,0.9,0.857142857142857,0.228571428571429,0.575,0.256410256410256,0.8,0.606060606060606,0.742857142857143,0.435897435897436,0.806451612903226,0.58974358974359,0.157894736842105,0.65,0.27027027027027,0.725,0.378378378378378,0.102564102564103,1,0.0769230769230769,0.0357142857142857,0.333333333333333,0.484848484848485,0.358974358974359,0.441176470588235,0.5,0.5,0.461538461538462,0.333333333333333,0.6,0.46875,0.282051282051282,0.375,0.923076923076923,0.5
"Benin","BEN","Sub-Saharan Africa","Lower middle income",0.75,NA,NA,0.25,0.266666666666667,0.230769230769231,0.527777777777778,0.55,0.475,NA,NA,0.162162162162162,NA,0.307692307692308,0.692307692307692,NA,0.625,0.236842105263158,0.769230769230769,0.538461538461538,0.692307692307692,0.684210526315789,NA,0.25,0.384615384615385,0.481481481481481,0.128205128205128,NA,0.9,0.0769230769230769,0.075,0.368421052631579,0.4,0.0512820512820513,NA,0,NA,0.551724137931034,0.53125,0.40625,0.0277777777777778,0.0256410256410256,0,0.15,0.5,0.461538461538462,0.285714285714286,NA,0,0.378378378378378,NA,0.5,0.0263157894736842,0.15625,0.694444444444444,0.583333333333333,0.65,0.657894736842105,0.0625,0.0285714285714286,0.172413793103448,0.3,0.0277777777777778,0.666666666666667,0.717948717948718,0.775,NA,0.114285714285714,0.85,1,0.2,0.151515151515151,NA,0,0.612903225806452,0.307692307692308,0.552631578947368,0.975,0.378378378378378,0.75,0.108108108108108,0.666666666666667,0.333333333333333,0.205128205128205,0.535714285714286,0,0.212121212121212,0.153846153846154,NA,NA,0.95,0.538461538461538,0.62962962962963,0.2,NA,0.358974358974359,0.3125,0.128205128205128,0.2
"Bhutan","BTN","South Asia","Lower middle income",0.625,0.333333333333333,NA,NA,0.833333333333333,0.82051282051282,NA,0.675,0.4,NA,NA,0.891891891891892,0.971428571428571,1,0.948717948717949,NA,0.45,0.5,1,1,0.666666666666667,0.105263157894737,NA,NA,0.487179487179487,NA,0.794871794871795,0.434782608695652,0.375,0.256410256410256,0.75,0.315789473684211,0.75,0.205128205128205,0,0.181818181818182,NA,0.413793103448276,NA,NA,0.416666666666667,0.58974358974359,0.6,0.925,0.475,1,0.457142857142857,NA,NA,0.756756756756757,0.392857142857143,NA,0.578947368421053,0.84375,0.111111111111111,0.138888888888889,0.8,0.973684210526316,NA,0.714285714285714,0.586206896551724,0.35,0.972222222222222,0.461538461538462,0.974358974358974,0.525,0.314285714285714,NA,0.875,0.564102564102564,0.75,0.848484848484849,0.571428571428571,0.615384615384615,NA,0.128205128205128,0.210526315789474,0.9,NA,0.65,NA,0.102564102564103,0.897435897435897,0,NA,0.538461538461538,NA,0.564102564102564,0.588235294117647,0.647058823529412,0.275,0.205128205128205,NA,0.85,NA,0.0256410256410257,NA,0.0512820512820513,0.475
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",0.675,NA,0.166666666666667,NA,0.8,0.333333333333333,0.805555555555556,0.9,0.8,0.1,0.363636363636364,0.324324324324324,0.257142857142857,0.923076923076923,0.358974358974359,0.142857142857143,0.2,0,0.512820512820513,0.743589743589744,0.102564102564103,0.184210526315789,0.652173913043478,NA,0.794871794871795,NA,0.641025641025641,0.826086956521739,0.7,0.333333333333333,0.625,0.868421052631579,0.525,0.974358974358974,0.666666666666667,0.787878787878788,0.65,NA,0.125,0.625,0.833333333333333,0.717948717948718,0.5,0.7,0.2,0.0256410256410256,0.542857142857143,NA,0,0.27027027027027,0.678571428571429,NA,0.710526315789474,NA,0.5,0.416666666666667,0.4,0.368421052631579,0.5,0.514285714285714,0.344827586206897,0.825,0.5,0.974358974358974,0.615384615384615,0.275,0.2,0.457142857142857,0.7,0.58974358974359,0.475,NA,0.257142857142857,0.974358974358974,0.387096774193548,0.743589743589744,0.315789473684211,0.925,0.648648648648649,1,0.324324324324324,0.461538461538462,0.282051282051282,0.538461538461538,NA,0.923076923076923,0.939393939393939,0.692307692307692,0.852941176470588,0.588235294117647,0.575,0,NA,0.225,0.90625,0.307692307692308,0.25,0.538461538461538,0.55
"Cambodia","KHM","East Asia & Pacific","Lower middle income",0.925,0.166666666666667,NA,0.611111111111111,NA,0.692307692307692,0.0833333333333333,0.775,0.525,NA,NA,0.513513513513513,0.8,0.743589743589744,0.974358974358974,NA,0.725,0.0789473684210526,0.0256410256410256,0.512820512820513,0.538461538461538,0.736842105263158,NA,0.0357142857142857,0.307692307692308,0.37037037037037,0.435897435897436,NA,0.475,0.897435897435897,0.5,0.131578947368421,0.9,0.333333333333333,0.259259259259259,0.515151515151515,NA,0.0689655172413793,0.96875,0.34375,0.194444444444444,0.512820512820513,0.425,0.35,0.55,0.0512820512820513,0.771428571428571,NA,0,0.891891891891892,0.357142857142857,0.107142857142857,0.421052631578947,0.625,NA,NA,0.175,0.894736842105263,0.21875,NA,NA,0.7,0,0.666666666666667,0.461538461538462,0.925,0.8,0.114285714285714,1,0.717948717948718,0.55,NA,0.485714285714286,0.769230769230769,0.935483870967742,0.82051282051282,0.342105263157895,0.975,0.432432432432432,0.825,0.432432432432432,0.897435897435897,0.41025641025641,0.692307692307692,0.285714285714286,0.948717948717949,0.363636363636364,0.256410256410256,0.411764705882353,0.558823529411765,0.675,0.41025641025641,0.925925925925926,0.45,0.96875,0.333333333333333,0.53125,0.41025641025641,0.525
"Cameroon","CMR","Sub-Saharan Africa","Lower middle income",0.8,NA,NA,0.166666666666667,0.3,0.0769230769230769,0.416666666666667,0.2,0.175,NA,NA,0.27027027027027,0.885714285714286,0.82051282051282,0.897435897435897,NA,0.6,0.184210526315789,0.0769230769230769,0.230769230769231,0.256410256410256,0.289473684210526,NA,0.464285714285714,0.743589743589744,0.296296296296296,0.179487179487179,NA,0.8,0.923076923076923,0.225,0.421052631578947,0.325,0.897435897435897,0.333333333333333,0.333333333333333,NA,0.655172413793103,0.40625,0.5625,NA,0.205128205128205,0.2,0.1,0.4,0.102564102564103,0.2,NA,0,0.675675675675676,NA,0.392857142857143,0.131578947368421,0.21875,0.666666666666667,0.555555555555556,0.9,0.0789473684210527,0.6875,0.228571428571429,NA,0.075,0.75,0.0256410256410257,0.128205128205128,0.65,0.971428571428571,0.142857142857143,0.725,0.82051282051282,0.1,0.212121212121212,0.914285714285714,0.307692307692308,0.548387096774194,0.769230769230769,0.578947368421053,0.875,0.459459459459459,0.125,0.675675675675676,0.666666666666667,0.17948717948718,0.333333333333333,0.928571428571429,0.0769230769230769,0.787878787878788,0.384615384615385,0.0588235294117647,0.117647058823529,0.875,0.230769230769231,0.37037037037037,0.775,0.78125,0.897435897435897,0.5,0.564102564102564,0.1
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",0.725,0.5,NA,0.333333333333333,NA,0.153846153846154,0.166666666666667,0.35,0.075,NA,NA,NA,0.742857142857143,0.974358974358974,0.769230769230769,NA,0.075,0.421052631578947,0,0,0.0256410256410256,0.210526315789474,0.173913043478261,0.607142857142857,0.923076923076923,0.444444444444444,0,NA,0.95,0.769230769230769,0.325,0.105263157894737,0,0.102564102564103,NA,0.484848484848485,NA,NA,0.28125,1,NA,0,0.05,0.3,0.05,0.0769230769230769,NA,NA,0,NA,NA,0.642857142857143,0.184210526315789,NA,0.416666666666667,0.361111111111111,0.775,0.815789473684211,0.40625,0.0857142857142857,NA,0.2,0.777777777777778,0.333333333333333,0.256410256410256,0.425,0.714285714285714,0.0571428571428572,0.225,0.743589743589744,0.15,NA,0.514285714285714,0.102564102564103,0.161290322580645,0.384615384615385,0.0263157894736842,1,0.0540540540540541,0.325,0.351351351351351,0.461538461538462,0,0.743589743589744,1,0.461538461538462,0.96969696969697,0.666666666666667,0.529411764705882,0.176470588235294,1,0.0256410256410257,0.148148148148148,0.025,NA,0.974358974358974,0.15625,0.692307692307692,0.225
"Côte d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",0.325,0.444444444444444,NA,0.0277777777777778,0.233333333333333,0.384615384615385,0.611111111111111,0.35,0.85,NA,NA,0.540540540540541,0.771428571428571,0.58974358974359,0.641025641025641,0.523809523809524,0.425,0.684210526315789,0.666666666666667,0.487179487179487,0.82051282051282,0.868421052631579,0.391304347826087,0.428571428571429,0.358974358974359,0.851851851851852,0.666666666666667,0.956521739130435,0.875,0.205128205128205,0.3,0.5,0.775,0.128205128205128,0.555555555555556,0.0606060606060606,1,0.862068965517241,0.65625,0.5,0.305555555555556,0.230769230769231,0.15,0.275,0.225,0.538461538461538,0.971428571428571,0.3,0,0.189189189189189,NA,0.535714285714286,NA,NA,0.777777777777778,0.833333333333333,0.975,0.315789473684211,0.125,0.171428571428571,0.379310344827586,0.675,0.0555555555555556,0.307692307692308,0.358974358974359,0.25,0.914285714285714,0.228571428571429,0.75,0.974358974358974,0.3,0.181818181818182,1,0.17948717948718,0.741935483870968,0.666666666666667,0.894736842105263,0.675,0.351351351351351,0.3,0.0540540540540541,0.461538461538462,0.769230769230769,0.358974358974359,0.714285714285714,0.102564102564103,0.636363636363636,0.435897435897436,0.0294117647058824,0.0882352941176471,0.85,0.153846153846154,0.444444444444444,0.65,0.40625,0.871794871794872,0.84375,0.307692307692308,0.05
