"country","iso3","income","region","pop_dis","rain_exp","pov_1016","SL.TLF.CACT.FE.ZS","HD.HCI.OVRL","SI.POV.GINI","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","ref_idp","EN.ATM.PM25.MC.M3","EG.FEC.RNEW.ZS","wat_qua","WWT.new","waste_rate","waste_managed","BHV.new","FSH.new","EN.ATM.CO2E.PC","forest_loss","agri_value","agri_land","gdp_ghg","gov_effect","cont_corr","lpi_score","water_efficiency_GDP","SG.GEN.PARL.ZS","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","EG.ELC.ACCS.ZS","reg_qua","ghg_pc","pop_epid","patents","IS.SHP.GCNW.XQ","dai","EG.EGY.PRIM.PP.KD","pop_dis_per","rain_exp_per","pov_1016_per","SL.TLF.CACT.FE.ZS_per","HD.HCI.OVRL_per","SI.POV.GINI_per","SE.SEC.ENRR_per","SH.IMM.IDPT_per","account.t.d.7_per","LGBT_acc_per","wbl_per","ref_idp_per","EN.ATM.PM25.MC.M3_per","EG.FEC.RNEW.ZS_per","wat_qua_per","WWT.new_per","waste_rate_per","waste_managed_per","BHV.new_per","FSH.new_per","EN.ATM.CO2E.PC_per","forest_loss_per","agri_value_per","agri_land_per","gdp_ghg_per","gov_effect_per","cont_corr_per","lpi_score_per","water_efficiency_GDP_per","SG.GEN.PARL.ZS_per","SH.MED.PHYS.ZS_per","SH.UHC.SRVS.CV.XD_per","acc_sani_SDG_per","acc_water_SDG_per","rai_per","rule_law_per","IT.CEL.SETS.P2_per","IT.NET.USER.ZS_per","rapid_trans_per","displaced_per","wat_stress_SDG_per","glob_hunger_index_per","terror_per","pop_slums_SDG_per","heal_01_NDG_per","habi_01_NDG_per","habi_02_NDG_per","infr_02_NDG_per","food_03_NDG_per","infr_03_NDG_per","heal_03_NDG_per","SH.STA.AIRP.P5_per","SH.STA.WASH.P5_per","fao_withdraw_pc_per","ecos_04_NDG_per","chloroph_SDG_per","EG.ELC.ACCS.ZS_per","reg_qua_per","ghg_pc_per","pop_epid_per","patents_per","IS.SHP.GCNW.XQ_per","dai_per","EG.EGY.PRIM.PP.KD_per","Resilience_v2","Inclusion_v2","Sustainability_v2","Efficiency_v2"
"Chad","TCD","Low income","Sub-Saharan Africa",3.247044565,5.712889,38.1,63.9799995422363,0.293,NA,20.5550403594971,46,14.1435995101929,2.8,66.3,9.2,66.0292054967769,89.357395570733,0.07027044,NA,0.321101287820844,NA,67,NA,0.0697556859222015,11.3460133173221,NA,47.660454607767,112639.453422315,-1.52884662151337,-1.41056787967682,2.34,11.3692533448678,15.4320987654321,0.0434,28,8.34248,38.7006,13.9244385762995,-1.30497550964355,48.06483101,NA,0,80.063422476341,4.3,44.2,1.87153720546692,86.9,1.08,57.39002691,0.13942203,NA,24.27299587,NA,19.43412386,280.1,101,58.57458,0.4,NA,11.7593555450439,-1.11075806617737,90.4185436411169,27.1139,NA,NA,0.228565409779549,2.78131878010528,0.166666666666667,0.827586206896552,0.141732283464567,0.818181818181818,0,NA,0.015748031496063,0.0065359477124183,0.0579710144927536,0.134228187919463,0.23841059602649,0.0466666666666666,0.051948051948052,0.973856209150327,0.80952380952381,NA,0.909090909090909,NA,0.808219178082192,NA,0.973154362416107,0.275862068965517,NA,0.0987654320987654,0.0719424460431655,0.0649350649350649,0.0779220779220779,0.140939597315436,0.333333333333333,0.210526315789474,0.0479452054794521,0.00666666666666667,0.0062111801242236,0,0.0458015267175573,0.0909090909090909,0.0503597122302158,NA,0,0.404255319148936,0.71523178807947,0.0190476190476191,0.102564102564103,0.0283018867924528,0.383116883116883,0.5,0.00649350649350644,NA,0.041095890410959,NA,0.197080291970803,0.0140845070422535,0,0.861842105263158,0.241610738255034,NA,0.00613496932515337,0.116883116883117,0.0133333333333333,0.224299065420561,NA,NA,0.0608108108108108,0.907284768211921,0.26169174514914,0.115654346972221,0.494377106089224,0.167840454224417
"Channel Islands","CHI","High income","Europe & Central Asia",NA,NA,NA,51.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0546841608891,99.99999999083,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422077922077922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0303030303030303,0.852459016393443,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422077922077922,0.441381023348237,0
"Chile","CHL","High income","Latin America & Caribbean",1.449508855,65.615003,0.433333333333333,51.6100006103516,0.674,44.4,102.367553710938,95,66.8719863891602,6.7,77.5,1.9,21.0362990619754,24.8825542739544,-2.0041983,71.9,1.08824800855388,93.0349912,68.4,16.6,4.71317192071555,10.5211197866266,12072.31,546.422885054759,2213331.55068574,1.08403372764587,1.04675400257111,3.28,7.81928114529674,22.5806451612903,2.4411,70,100,99.83279,NA,1.08980309963226,132.1845598,NA,25.7,1198.66369736423,9,5,0.00157415033120389,8.8,1.075,68.60933967,-0.01140274,0.009081477,9.3261487288,65.0294987544003,0.00919569,25.3,0.2,1918.254352,-0.7,5.195,100,1.33738970756531,8.51960636174352,NA,16.6968900733565,35.6756334453,0.756179988384247,3.77685121790114,0.326666666666667,0.00689655172413794,0.708661417322835,0.415584415584416,0.690647482014389,0.160377358490566,0.661417322834646,0.633986928104575,0.630434782608696,0.838926174496644,0.450331125827815,0.92,0.564935064935065,0.522875816993464,0.45578231292517,0.794392523364486,0.36969696969697,0.647540983606557,0.849315068493151,0.823529411764706,0.369127516778524,0.324137931034483,0.556701030927835,0.475308641975309,0.76978417266187,0.798701298701299,0.824675324675325,0.738255033557047,0.231292517006803,0.467105263157895,0.636986301369863,0.52,0.919254658385093,0.760736196319018,NA,0.824675324675325,0.741007194244604,NA,0.878787878787879,0.0354609929078015,0.529801324503311,1,0.865384615384615,0.839622641509434,0.480519480519481,0.383116883116883,0.902597402597403,0.566371681415929,0.73972602739726,0.182539682539683,0.788321167883212,0.774647887323944,0.774647887323944,0.00657894736842102,0.557046979865772,0.481818181818182,0.417177914110429,0.844155844155844,0.326666666666667,NA,0.758333333333333,0.646551724137931,0.844594594594595,0.649006622516556,0.552267427969045,0.612976069283801,0.540171259372469,0.705455369063437
"China","CHN","Upper middle income","East Asia & Pacific",6.56686395,12.929374,4.3,61.1199989318848,0.673,38.5,NA,99,68.3502578735352,3.9,75.6,4,52.6645958291981,12.4133525698911,-4.2461993,9.4,0.430574920036086,25.6907894,57.6,18,7.17580989725568,6.09305798960944,NA,1189.06490642883,685060.47691705,0.477128386497498,-0.271265149116516,3.6,20.5825269535074,24.9411764705882,1.9798,79,83.60109,92.84614,57.3707001891393,-0.201747462153435,121.7922911,NA,10.9,336.653854909237,43.2,6.5,0.0130380823174543,24.6,1.04,45.03412792,0.105650312,0.010489164,6.4950951792,15.0218007401139,0.03138812,112.7,0.6,411.7373028,-2.7,5.6125,100,-0.185244351625443,31.491478235186,0.02830145,97.6051568290258,151.9093543201,0.586249589920044,6.69006970167277,0.0733333333333334,0.544827586206897,0.409448818897638,0.75974025974026,0.683453237410072,0.39622641509434,NA,0.888888888888889,0.644927536231884,0.456375838926175,0.403973509933775,0.633333333333333,0.116883116883117,0.313725490196078,0.217687074829932,0.411214953271028,0.83030303030303,0.254098360655738,0.60958904109589,0.882352941176471,0.228187919463087,0.544827586206897,NA,0.716049382716049,0.345323741007194,0.701298701298701,0.538961038961039,0.825503355704698,0.503401360544218,0.526315789473684,0.506849315068493,0.806666666666667,0.403726708074534,0.398773006134969,0.679389312977099,0.538961038961039,0.58273381294964,NA,0.696969696969697,0.156028368794326,0.231788079470199,0.780952380952381,0.66025641025641,0.660377358490566,0.603896103896104,0.831168831168831,0.064935064935065,0.504424778761062,0.89041095890411,0.571428571428571,0.766423357664234,0.330985915492958,0.584507042253521,0.388157894736842,0.838926174496644,0.418181818181818,0.417177914110429,0.480519480519481,0.0733333333333334,0.88785046728972,0.925,1,0.540540540540541,0.211920529801324,0.545934435413769,0.56722781572625,0.440185105786024,0.614798762855259
"Colombia","COL","Upper middle income","Latin America & Caribbean",1.16137605,26.590772,5.71428571428571,57.2200012207031,0.593,51.3,97.506233215332,92,35.0195655822754,5.9,81.9,7.9,16.5272102219124,23.5647575160943,-3.6035975,25.6,0.735445318797608,78.5152977,56.4,15.8,2.030378008134,5.30442396321843,6352.455,337.955254067996,2138962.79902934,-0.0852262377738953,-0.287409842014313,2.81,22.9140937984078,18.3431952662722,2.1064,76,89.62536,97.30011,23.9375240806583,-0.406334936618805,131.6724442,65.00690072,10.1,65.9171343605173,1.8,6.7,0.648220907685586,27.8,1.075,107.3329641,0.041987468,0.006237888,11.6019918336,-274.133160746085,1.33210731,37,0.8,278.287565,1.7,4.5625,99.9364471435547,0.3173888027668,1.91098593066432,10.5852955,4.58036966968147,45.414703177,0.637426376342773,2.2580137022641,0.34,0.137931034482759,0.377952755905512,0.623376623376623,0.532374100719424,0.0566037735849056,0.551181102362205,0.470588235294118,0.384057971014493,0.771812080536913,0.556291390728477,0.146666666666667,0.694805194805195,0.503267973856209,0.258503401360544,0.542056074766355,0.563636363636364,0.524590163934426,0.547945205479452,0.794117647058823,0.577181208053691,0.579310344827586,0.391752577319588,0.37037037037037,0.755395683453237,0.512987012987013,0.532467532467532,0.536912751677852,0.530612244897959,0.302631578947368,0.541095890410959,0.68,0.46583850931677,0.576687116564417,0.213740458015267,0.441558441558442,0.726618705035971,0.149253731343284,0.674242424242424,0.475177304964539,0.880794701986755,0.761904761904762,0.217948717948718,0.60377358490566,0.480519480519481,0.0909090909090909,0.649350649350649,0.68141592920354,0.554794520547945,0.944444444444444,0.481751824817518,0.690140845070423,0.542253521126761,0.532894736842105,0.12751677852349,0.554545454545455,0.411042944785276,0.62987012987013,0.426666666666667,0.401869158878505,0.466666666666667,0.724137931034483,0.648648648648649,0.933774834437086,0.515230068454708,0.445052831738652,0.528714473784597,0.564079355375668
"Congo, Dem. Rep.","COD","Low income","Sub-Saharan Africa",0.073638265,16.832551,77.2,61.0099983215332,0.369,NA,46.1657905578613,57,17.3902759552002,3.4,NA,10,44.9092635986842,95.8176997146271,0.52694712,NA,0.513206915994828,15.4723575,74,NA,0.0256446171817591,7.31996175340495,NA,127.669730327094,36529.0840173573,NA,NA,2.33,55.616245795618,12.8,0.074,41,20.45598,43.24332,21.8441453712063,NA,42.77332121,NA,0,140.40131762556,0.2,NA,3.74498653786536,77.5,1.085,149.3297125,0.044931124,0.000159532,NA,1.95926730139692,37.81480381,163.9,59.8,8.398161918,1.85,19.4275,18.9776611328125,NA,-13.4066973053998,45,NA,5.50664982,0.207798391580582,20.937,0.693333333333333,0.372413793103448,0.00787401574803148,0.753246753246753,0.079136690647482,NA,0.141732283464567,0.0522875816993464,0.0869565217391304,0.342281879194631,NA,0.0133333333333333,0.175324675324675,1,0.931972789115646,NA,0.696969696969697,0.0655737704918033,0.924657534246575,NA,1,0.482758620689655,NA,0.216049382716049,0.00719424460431655,NA,NA,0.134228187919463,0.741496598639456,0.157894736842105,0.0821917808219178,0.113333333333333,0.0869565217391304,0.0184049079754601,0.16793893129771,NA,0.0215827338129496,NA,0,0.319148936170213,0.993377483443709,NA,0.0769230769230769,0.0377358490566038,0.253246753246753,0.025974025974026,0.61038961038961,0.973451327433628,NA,0.650793650793651,0.0875912408759124,0.190140845070423,0.0633802816901409,1,0.120805369127517,0.0363636363636364,0.0306748466257669,NA,0.746666666666667,0.130841121495327,NA,0.0862068965517241,0.0472972972972973,0.00662251655629142,0.379100855932944,0.146575166920484,0.531043848982603,0.140075317566394
"Congo, Rep.","COG","Lower middle income","Sub-Saharan Africa",0.3303607,3.777381,39.6,67.620002746582,0.42,NA,NA,75,18.1581764221191,3.1,46.3,6.7,46.6382202758892,62.4021190190415,0.1047444,0.3,0.478539694377654,23.0625881,73.3,11.4,0.658896940151966,2.97889095203035,NA,43.2530444842383,494990.850069841,-1.21723580360413,-1.35897421836853,2.38,122.122951738076,11.2582781456954,NA,39,20.17288,73.21776,12.5061791287788,-1.10100948810577,NA,NA,0,3085.21054145817,0,31,0.504118625928508,47.8,1.085,233.0902816,0.029168501,0.000174882,15.222162116,-496.597901231796,4.02168591,130.7,38.7,17.94276512,8.7,15.87,68.5184326171875,-1.32974481582642,-30.6889419263591,45,NA,25.5642023608,0.308314800262451,4.01614200972051,0.52,0.875862068965517,0.118110236220472,0.857142857142857,0.251798561151079,NA,NA,0.143790849673203,0.108695652173913,0.25503355704698,0.0860927152317881,0.293333333333333,0.149350649350649,0.797385620915033,0.82312925170068,0.0560747663551402,0.721212121212121,0.237704918032787,0.904109589041096,0.441176470588235,0.771812080536913,0.76551724137931,NA,0.0864197530864197,0.251798561151079,0.103896103896104,0.0909090909090909,0.194630872483221,0.843537414965986,0.111842105263158,NA,0.0666666666666667,0.0807453416149068,0.208588957055215,0.0381679389312977,0.136363636363636,NA,NA,0,0.0141843971631206,1,0.0857142857142857,0.237179487179487,0.320754716981132,0.253246753246753,0,0.766233766233766,0.964601769911504,0.315068493150685,0.984126984126984,0.386861313868613,0.28169014084507,0.147887323943662,0.967105263157895,0.0134228187919463,0.0818181818181818,0.245398773006135,0.0909090909090909,0.926666666666667,0.130841121495327,NA,0.508620689655172,0.195945945945946,0.609271523178808,0.456978343869145,0.204671967465072,0.505378944020962,0.259358556878713
"Costa Rica","CRI","Upper middle income","Latin America & Caribbean",0.81631485,18.779741,1.55714285714286,48.0499992370605,0.619,48.2,141.363983154297,94,58.0312309265137,6.1,80,3.4,15.7259203021082,38.7334138821774,-1.1074438,9.7,0.862019746510695,83.9527272,43.4,10.8,1.63764666501338,6.25922980654246,10926.55,1836.73913340478,3786265.32304717,0.378186762332916,0.551431715488434,2.74,18.309911722784,45.6140350877193,2.9533,77,97.81836,99.70151,45.5016658368987,0.480458319187164,169.3935546,81.20259644,0,97.4075239007388,5.5,5,0,3.9,1.075,94.30902967,-0.021182377,0.00834493,12.595643154,49.8341838008713,0.02121345,23.3,0.9,645.2585216,-1,10.4725,100,0.488890439271927,2.06987917664623,17.46205,10.6193704873751,18.4936080782,0.662771046161652,2.87898186287011,0.4,0.351724137931035,0.535433070866142,0.298701298701299,0.618705035971223,0.0943396226415094,0.968503937007874,0.601307189542484,0.572463768115942,0.791946308724832,0.516556291390728,0.7,0.753246753246753,0.65359477124183,0.551020408163265,0.420560747663551,0.496969696969697,0.557377049180328,0.0958904109589041,0.362745098039216,0.651006711409396,0.537931034482759,0.515463917525773,0.882716049382716,0.892086330935252,0.681818181818182,0.720779220779221,0.483221476510067,0.482993197278912,0.934210526315789,0.705479452054795,0.753333333333333,0.68944099378882,0.730061349693252,0.572519083969466,0.707792207792208,0.964028776978417,0.477611940298507,0,0.375886524822695,0.682119205298013,1,1,0.905660377358491,0.480519480519481,0.201298701298701,0.915584415584416,0.610619469026549,0.486301369863014,0.253968253968254,0.781021897810219,0.795774647887324,0.52112676056338,0.25,0.590604026845638,0.209090909090909,0.417177914110429,0.668831168831169,0.413333333333333,0.271028037383178,0.666666666666667,0.422413793103448,0.695945945945946,0.880794701986755,0.588825707682428,0.61216873276082,0.491267022442268,0.633947723489578
"Côte d'Ivoire","CIV","Lower middle income","Sub-Saharan Africa",0.009764802,16.002115,29.8,44.4199981689453,0.353,41.5,54.6129913330078,86,34.1676864624023,3.1,83.1,6.9,25.8862663364222,64.5280256540323,-0.05592128,0.6,0.611440370613096,18.3759782,49.6,16.9,0.406063977429272,20.3431971133436,2945.009,344.366318257689,799621.497967607,-0.570518612861633,-0.499305129051208,2.89,44.396005781011,11.3725490196078,0.2314,47,32.13491,72.86895,22.6704663524573,-0.579602956771851,145.340692,36.45378947,0,7.78220337694109,5.1,24.9,0.522813909755034,60.1,1.085,47.38362283,0.070053401,0.002973022,20.095020882,7.07753868862289,9.36885992,269.1,47.2,47.5499305,0.7,6.0475,66.9911804199219,-0.200434401631355,-12.9962902743968,1.658965,NA,18.8119619969,NA,7.23590098153217,0.86,0.420689655172414,0.173228346456693,0.227272727272727,0.0503597122302158,0.283018867924528,0.204724409448819,0.274509803921569,0.340579710144928,0.25503355704698,0.615894039735099,0.28,0.428571428571429,0.816993464052288,0.761904761904762,0.11214953271028,0.636363636363636,0.180327868852459,0.39041095890411,0.843137254901961,0.825503355704698,0.0620689655172414,0.206185567010309,0.376543209876543,0.39568345323741,0.344155844155844,0.428571428571429,0.570469798657718,0.673469387755102,0.118421052631579,0.212328767123288,0.22,0.136645962732919,0.196319018404908,0.183206106870229,0.357142857142857,0.899280575539568,0.0447761194029851,0,0.787234042553192,0.688741721854305,0.285714285714286,0.230769230769231,0.160377358490566,0.253246753246753,0.707792207792208,0.337662337662338,0.805309734513274,0.116438356164384,0.634920634920635,0.277372262773723,0.0211267605633803,0.0915492957746479,0.888157894736842,0.201342281879195,0.390909090909091,0.226993865030675,0.467532467532468,0.74,0.616822429906542,NA,0.439655172413793,NA,0.19205298013245,0.462213736166071,0.236637948740742,0.461907284459126,0.385394204387748
"Croatia","HRV","High income","Europe & Central Asia",0.02383413,23.035696,0.8,45.5200004577637,0.723,29.7,100.079772949219,93,80.9970245361328,5.2,93.8,6.1,17.9017722884016,33.1274666358571,-3.5200542,51.7,1.10258517707048,90.7878164,42.6,11.8,4.18937731368412,3.13813487747846,15714.96,1263.52296962613,1859923.33622903,0.456918329000473,0.131672337651253,3.12,77.5967050322371,31.1258278145695,2.9996,71,96.53845,99.58667,95.8721521131532,0.324387550354004,106.6423198,79.07978368,0,10.9300970484174,1.5,5,0.0563697211250118,NA,1.03,90.51734984,0.066199605,0.009003251,12.895974794,45.8596927044438,0,35.5,0.1,170.9357982,-0.7,2.6725,100,0.538377344608307,-16.5938438710011,NA,4.26014427703234,35.593549978,0.647486746311188,4.05307604349478,0.806666666666667,0.220689655172414,0.645669291338583,0.253246753246753,0.748201438848921,0.839622641509434,0.598425196850394,0.529411764705882,0.739130434782609,0.671140939597315,0.794701986754967,0.366666666666667,0.649350649350649,0.601307189542484,0.26530612244898,0.682242990654206,0.351515151515152,0.60655737704918,0.0753424657534247,0.470588235294118,0.422818791946309,0.751724137931034,0.597938144329897,0.746913580246914,0.705035971223022,0.694805194805195,0.649350649350649,0.684563758389262,0.782312925170068,0.717105263157895,0.726027397260274,0.553333333333333,0.62111801242236,0.711656441717791,0.984732824427481,0.675324675324675,0.388489208633094,0.432835820895522,0,0.730496453900709,0.894039735099338,1,0.525641025641026,NA,0.967532467532468,0.233766233766234,0.37012987012987,0.575221238938053,0.472602739726027,0.30952380952381,1,0.704225352112676,1,0.657894736842105,0.557046979865772,0.736363636363636,0.417177914110429,0.694805194805195,0.806666666666667,NA,0.433333333333333,0.637931034482759,0.675675675675676,0.596026490066225,0.630881235239778,0.636958806466926,0.583684405208524,0.587208853545718
"Cyprus","CYP","High income","Europe & Central Asia",0.002365985,13.753726,0.0285714285714286,57.8699989318848,0.751,32.7,100.253517150879,99,83.8071823120117,5.1,91.3,5,17.2944061994662,9.9420660163921,-1.4086967,50,1.30894276958644,99.6001188,36.4,20.2,5.66257273410147,2.93560965686823,46569.83,2933.45396328307,3361305.76912922,0.920902192592621,0.640067934989929,3.1,73.0841941000489,19.6428571428571,1.9509,78,99.15231,99.61329,91.4986628265789,0.752880811691284,143.849919,86.06362996,NA,2.04547073554261,29.5,NA,0.00828397860444167,NA,1.03,49.38637006,-0.033820797,0.021358372,14.978707998,94.0267505230889,0,20.1,0.3,263.6312621,-3.3,0.02,100,0.873208999633789,-17.3617630294588,NA,0.594787266186989,18.6371958233,0.677700638771057,3.27462324276895,0.913333333333333,0.517241379310345,0.929133858267717,0.662337662337662,0.805755395683453,0.69811320754717,0.606299212598425,0.888888888888889,0.760869565217391,0.657718120805369,0.768211920529801,0.466666666666667,0.668831168831169,0.281045751633987,0.496598639455782,0.663551401869159,0.242424242424242,0.721311475409836,0.0136986301369863,0.941176470588235,0.322147651006711,0.772413793103448,0.824742268041237,0.932098765432099,0.848920863309353,0.753246753246753,0.753246753246753,0.671140939597315,0.775510204081633,0.328947368421053,0.493150684931507,0.78,0.813664596273292,0.723926380368098,0.969465648854962,0.75974025974026,0.877697841726619,0.641791044776119,NA,0.879432624113475,0.324503311258278,NA,0.730769230769231,NA,0.967532467532468,0.675324675324675,0.935064935064935,0.256637168141593,0.335616438356164,0.0396825396825397,1,0.823943661971831,0.669014084507042,0.552631578947368,0.879194630872483,1,0.417177914110429,0.753246753246753,0.813333333333333,NA,0.158333333333333,0.431034482758621,0.716216216216216,0.80794701986755,0.620637599062965,0.704823525410649,0.616332282130726,0.713660899908041
"Czech Republic","CZE","High income","Europe & Central Asia",0.726247091,5.826563,0,53.0499992370605,0.782,25,102.297927856445,97,70.6443710327148,6,93.8,2.9,16.0712453523646,14.8285619496241,-9.0636596,60.8,0.889623552448371,NA,48.9,NA,9.6738986622794,11.5652113695261,25503.29,1227.44425447836,1503033.89478413,0.922208070755005,0.503815472126007,3.62,134.095277816287,22.5,4.0676,76,99.1341,99.88026,82.7602393210791,1.04895067214966,122.5662254,80.86694441,0,0.112888817309017,24.8,NA,0.00603261170820936,NA,1.03,38.86269593,0.084104898,NA,5.8869667574,31.0969202635266,NA,29.6,0.2,153.2181929,-2.95,NA,100,1.27614653110504,-12.4280209648371,NA,7.91784538077198,NA,0.723778247833252,5.50770869901654,0.413333333333333,0.813793103448276,1,0.474025974025974,0.906474820143885,0.990566037735849,0.653543307086614,0.758169934640523,0.681159420289855,0.785234899328859,0.794701986754967,0.766666666666667,0.727272727272727,0.372549019607843,0.0204081632653061,0.728971962616822,0.484848484848485,NA,0.335616438356164,NA,0.120805369127517,0.262068965517241,0.721649484536082,0.728395061728395,0.633093525179856,0.75974025974026,0.714285714285714,0.832214765100671,0.863945578231292,0.447368421052632,0.917808219178082,0.68,0.801242236024845,0.766871165644172,0.877862595419847,0.805194805194805,0.60431654676259,0.462686567164179,0,0.99290780141844,0.350993377483444,NA,0.756410256410256,NA,0.967532467532468,0.967532467532468,0.214285714285714,NA,0.931506849315068,0.444444444444444,NA,0.73943661971831,0.774647887323944,0.677631578947368,0.852348993288591,NA,0.417177914110429,0.831168831168831,0.726666666666667,NA,0.591666666666667,NA,0.804054054054054,0.33112582781457,0.70641345767109,0.73756658618282,0.524867144350537,0.645569179175198
"Denmark","DNK","High income","Europe & Central Asia",0.0000064015,NA,0.157142857142857,57.4500007629395,0.774,28.2,129.745544433594,97,100,7.9,100,1.7,10.0296534385694,33.1702771730605,-3.4830325,100,2.21912505950344,99.9999999999183,44.5,13.2,5.54914464185642,12.6910927534103,72059.75,2682.80996198931,6091793.37643984,1.87163114547729,2.14810037612915,3.92,448.146085287264,39.6648044692737,4.0099,81,99.59723,100,71.1359377163058,1.83233261108398,125.4958526,98.04643475,15.1,NA,20,NA,0.0395726197712215,0.001,1.03,91.53299995,0.08574692,0.118111072,13.85988765,1.60886969772041,0,13.2,0.3,129.2855157,-2.65,6.2175,100,1.63703560829163,-31.4733795620701,NA,29.3146726721419,49.5727090227,0.791159093379974,2.60694961697757,0.993333333333333,NA,0.818897637795276,0.642857142857143,0.884892086330935,0.877358490566038,0.94488188976378,0.758169934640523,1,0.946308724832215,0.95364238410596,0.966666666666667,0.902597402597403,0.607843137254902,0.27891156462585,0.962616822429907,0.0606060606060606,0.983606557377049,0.143835616438356,0.637254901960784,0.328859060402685,0.227586206896552,0.896907216494845,0.919753086419753,0.971223021582734,0.967532467532468,0.980519480519481,0.926174496644295,0.972789115646258,0.861842105263158,0.897260273972603,0.853333333333333,0.850931677018634,0.815950920245399,0.793893129770992,0.954545454545455,0.618705035971223,0.955223880597015,0.78030303030303,NA,0.384105960264901,NA,0.551282051282051,1,0.967532467532468,0.227272727272727,0.194805194805195,0.0265486725663717,0.383561643835616,0.658730158730159,1,0.901408450704225,0.669014084507042,0.723684210526316,0.825503355704698,0.372727272727273,0.417177914110429,0.915584415584416,0.933333333333333,NA,0.866666666666667,0.767241379310345,0.898648648648649,0.913907284768212,0.607036040299619,0.83667525233128,0.597461752380777,0.894107792577178
"Djibouti","DJI","Lower middle income","Middle East & North Africa",6.5597753,23.796587,20.25,50.6300010681152,NA,41.6,51.9705505371094,84,NA,2.8,68.1,7,45.5496175977411,15.3805952215024,-0.45462647,NA,0.432882457525423,27.3814565,64.3,6.2,0.6670057000663,NA,NA,42.8259236874266,489329.094719764,-0.899096608161926,-0.716890215873718,2.43,144.813739768056,26.1538461538462,0.2237,47,63.60536,75.63231,28.2999823404786,-0.92247611284256,42.51057973,NA,0,1003.71376445117,6.3,30.9,0.720151598380631,64.5,1.135,105.9238208,0.113336368,0.008973221,29.32264504,NA,9.93944292,159,31.3,20.12500808,-1.95,34.06,60.3954467773438,-0.697958111763,-10.4639814290029,6.47335,NA,31.4113861571,0.295773416757584,3.41189662230203,0.08,0.193103448275862,0.21259842519685,0.383116883116883,NA,0.264150943396226,0.196850393700787,0.228758169934641,NA,0.134228187919463,0.251655629139073,0.26,0.168831168831169,0.379084967320261,0.666666666666667,NA,0.818181818181818,0.278688524590164,0.753424657534247,0.0588235294117647,0.76510067114094,NA,NA,0.0802469135802469,0.244604316546763,0.188311688311688,0.311688311688312,0.228187919463087,0.877551020408163,0.546052631578947,0.205479452054795,0.22,0.285714285714286,0.214723926380368,0.320610687022901,0.201298701298701,0.0143884892086331,NA,0,0.0496453900709219,0.629139072847682,0.0952380952380952,0.205128205128205,0.122641509433962,0.0909090909090909,0.0974025974025974,0.0454545454545454,0.584070796460177,0.0273972602739726,NA,0.27007299270073,0.211267605633803,0.176056338028169,0.960526315789474,0.758389261744966,0.0181818181818182,0.190184049079755,0.266233766233766,0.673333333333333,0.476635514018692,NA,0.560344827586207,0.175675675675676,0.781456953642384,0.211487864684622,0.26490315801287,0.477611191170614,0.302306814126433
