"country","iso3","region","income","SL.TLF.CACT.FE.ZS","SH.H2O.SMDW.ZS","SH.STA.SMSS.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","conf_gov","trust_ppl","NY.ADJ.SVNG.GN.ZS","EG.FEC.RNEW.ZS","ER.H2O.INTR.PC","wat_qua","agri_value","agri_land","gdp_ghg","cont_corr","gov_effect","reg_qua","lpi_score","WWT.new","waste_managed","BHV.new","FSH.new","sdg9_intuse","water_efficiency_FAO","water_efficiency_GDP","GIB.new","EG.ELC.ACCS.ZS","FX.OWN.TOTL.FE.ZS","gdpgr_1519","SG.GEN.PARL.ZS","per_si_allsi.cov_pop_tot","SE.ADT.LITR.FE.ZS","wom_manage_SDG","gov_spe_edu_SDG","balance_imf","taxrev_imf","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","smes_wom","patents","IS.SHP.GCNW.XQ","dai","gci","risk_to_assets","risk_wellbeing","pop_dis","rain_exp","EN.POP.SLUM.UR.ZS","pov_1016","SI.POV.GINI","EN.ATM.PM25.MC.M3","forest_loss","ref_idp","sec_aparat","waste_rate","EN.ATM.CO2E.PC","Tenure.insecurity","u_1519","infl_1519","SH.STA.TRAF.P5","SI.POV.NAHC","EN.ATM.CO2E.PP.GD","hepat_SDG","debt_gdp_IMF","capstock_imf","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","energ_int_ch","you_neet_1317","ghg_pc","pop_epid","EG.EGY.PRIM.PP.KD","SH.STA.MMRT"
"Andorra","AND","Europe & Central Asia","High income",NA,0.0980392156862745,0.938775510204082,NA,NA,0.816326530612245,NA,0.173913043478261,NA,0.757575757575758,0.272727272727273,NA,0.648148148148148,0.553191489361702,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,0,NA,0.62962962962963,0.94,NA,NA,NA,NA,NA,NA,0.530612244897959,NA,0.781818181818182,0.473684210526316,NA,NA,0.230769230769231,NA,NA,NA,0.529411764705882,NA,0.122448979591837,NA,NA,NA,NA,NA,NA,NA,NA,0.653061224489796,0.979166666666667,NA,NA,0.440677966101695,0.6,NA,NA,NA,0.387755102040816,NA,NA,0.877551020408163,NA,NA,NA,NA,NA,1,NA,0.9,0.52,0.94,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australia","AUS","East Asia & Pacific","High income",0.836734693877551,NA,0.0408163265306122,0.872340425531915,0.897959183673469,0.387755102040816,0.863636363636364,0.630434782608696,0.583333333333333,0.272727272727273,0.727272727272727,0.204545454545455,0.407407407407407,0.829787234042553,0.720930232558139,0.953488372093023,0.142857142857143,0.288888888888889,0.72,0.72,0.92,0.625,0.782608695652174,0.94,0.851063829787234,0,0.54,0.526315789473684,0.468085106382979,0.702127659574468,0,0.813953488372093,0.185185185185185,0.58,NA,NA,0.772727272727273,0.512820512820513,0.181818181818182,0.909090909090909,0.673469387755102,0.91304347826087,0.763636363636364,0.456140350877193,NA,0.72,0.192307692307692,NA,0.263157894736842,NA,0.862745098039216,0.377777777777778,0.387755102040816,0.583333333333333,0.444444444444444,0.472222222222222,0.217391304347826,0.785714285714286,NA,0.41025641025641,NA,0.775510204081633,0.166666666666667,0.777777777777778,0.4,0.406779661016949,0.12,0.476190476190476,0.489795918367347,0.285714285714286,0.653061224489796,NA,0.133333333333333,0.775510204081633,0.568181818181818,0.782608695652174,0.238095238095238,0.695652173913043,NA,0.34,NA,1,0.58,0.74,0.926829268292683,0.829787234042553,0.869565217391304,NA,0.911111111111111,1,0.234042553191489,0.0666666666666667,0.75609756097561,0.5625,0.627906976744186,0.369565217391304,0.238095238095238,0.270833333333333,0.565217391304348
"Austria","AUT","Europe & Central Asia","High income",0.510204081632653,0.529411764705882,0.714285714285714,0.765957446808511,0.204081632653061,0,0.75,0.565217391304348,0.520833333333333,0.515151515151515,0.757575757575758,0.590909090909091,0.87037037037037,0.638297872340426,0.325581395348837,0.465116279069767,0.696428571428571,0.822222222222222,0.68,0.64,0.64,0.854166666666667,0.804347826086957,NA,0.617021276595745,NA,0.62,0.578947368421053,0.574468085106383,0.297872340425532,0,0.744186046511628,0.277777777777778,0.76,NA,NA,0.409090909090909,0.179487179487179,0.522727272727273,0.409090909090909,0.938775510204082,0.434782608695652,0.745454545454545,0.473684210526316,0.807692307692308,0.9,0.326923076923077,0.473684210526316,0.815789473684211,NA,0.666666666666667,NA,0.959183673469388,0.645833333333333,0.388888888888889,0.444444444444444,0.434782608695652,0.523809523809524,NA,0.307692307692308,0.567567567567568,0.448979591836735,0.520833333333333,0.111111111111111,0.755555555555556,0.389830508474576,0.52,0.952380952380952,0.510204081632653,0.387755102040816,0.653061224489796,0.625,0.711111111111111,0.551020408163265,0.295454545454545,0.239130434782609,0.738095238095238,0.58695652173913,NA,0.58,NA,0.9,0.92,0.38,NA,0.787234042553192,0.347826086956522,1,0.555555555555556,1,0.468085106382979,0.577777777777778,NA,0.270833333333333,0.720930232558139,0.521739130434783,NA,0.625,0.739130434782609
"Belgium","BEL","Europe & Central Asia","High income",0.163265306122449,0.607843137254902,0.73469387755102,0.468085106382979,1,0.714285714285714,0.818181818181818,0.826086956521739,0.854166666666667,NA,NA,0.5,0.425925925925926,0.25531914893617,0,0.720930232558139,0.875,0.644444444444444,0.64,0.42,0.46,0.916666666666667,0.456521739130435,0.84,0.191489361702128,0.2,0.6,0.605263157894737,0.595744680851064,0.382978723404255,0,0.767441860465116,0.351851851851852,0.84,NA,NA,0.522727272727273,0.384615384615385,0.340909090909091,0.522727272727273,0.428571428571429,0.760869565217391,0.581818181818182,0.473684210526316,0.653846153846154,0.56,0.0384615384615385,0.605263157894737,0.315789473684211,NA,0.333333333333333,0.911111111111111,0.63265306122449,0.604166666666667,0.777777777777778,0.805555555555556,0.695652173913043,0.80952380952381,NA,0.692307692307692,0.864864864864865,0.428571428571429,0.395833333333333,0.6,0.466666666666667,0.779661016949153,0.38,0.476190476190476,0.306122448979592,0.306122448979592,0.591836734693878,0.53125,0.511111111111111,0.775510204081633,0.136363636363636,0.152173913043478,0.952380952380952,0.195652173913043,NA,0.22,NA,0.9,0.68,0.24,0.121951219512195,0.617021276595745,0.173913043478261,NA,0.511111111111111,0.177777777777778,0.48936170212766,0.866666666666667,0.121951219512195,0.6875,0.511627906976744,0.739130434782609,NA,0.291666666666667,0.739130434782609
"Brunei Darussalam","BRN","East Asia & Pacific","High income",0.795918367346939,NA,NA,NA,0.0816326530612245,0.816326530612245,NA,NA,0.0625,NA,NA,1,0.111111111111111,0.851063829787234,0.930232558139535,0.581395348837209,0.839285714285714,0.0666666666666667,0.4,0.54,0.2,0,0.0217391304347826,0.26,0.702127659574468,0.275,0.8,NA,0.617021276595745,0.0212765957446809,0,NA,0.0740740740740741,0.04,NA,0.526315789473684,0.909090909090909,NA,NA,NA,0.0408163265306122,0.521739130434783,0.145454545454545,0.403508771929825,NA,0.22,0.673076923076923,0.815789473684211,NA,NA,0.686274509803922,0.111111111111111,0.0816326530612245,0.25,NA,NA,NA,NA,NA,NA,NA,0.979591836734694,0.666666666666667,0.955555555555556,0.0888888888888889,0.474576271186441,0.08,NA,0.183673469387755,1,0.36734693877551,NA,0.177777777777778,0.551020408163265,NA,NA,0.333333333333333,0.826086956521739,NA,0.48,NA,1,0.02,0.62,0.731707317073171,0.0425531914893617,0.934782608695652,1,0.666666666666667,1,0.723404255319149,0.4,0.48780487804878,0.958333333333333,0.0232558139534884,0.826086956521739,NA,0.604166666666667,0.0217391304347826
"Canada","CAN","North America","High income",0.877551020408163,0.509803921568627,0.183673469387755,0.808510638297872,0.673469387755102,0.0816326530612245,0.954545454545455,0.934782608695652,0.854166666666667,NA,NA,0.227272727272727,0.703703703703704,0.978723404255319,0.581395348837209,0.906976744186046,0.214285714285714,0.177777777777778,0.76,0.8,0.76,0.666666666666667,0.434782608695652,0.86,1,0.35,0.7,0.236842105263158,0.25531914893617,0.425531914893617,0,0.930232558139535,0.111111111111111,0.5,NA,NA,NA,0.41025641025641,0.568181818181818,0.772727272727273,0.244897959183673,1,0.4,0.175438596491228,NA,0.78,0.0192307692307692,NA,0.526315789473684,NA,0.843137254901961,0.488888888888889,0.326530612244898,0.729166666666667,0.666666666666667,0.638888888888889,0.369565217391304,0.666666666666667,NA,0.564102564102564,0.351351351351351,0.918367346938776,0.4375,0.733333333333333,0.333333333333333,0.203389830508475,0.18,0.380952380952381,0.387755102040816,0.26530612244898,0.591836734693878,NA,0.155555555555556,0.0816326530612245,0.227272727272727,0.543478260869565,0.19047619047619,0.782608695652174,NA,0.3,0.785714285714286,0.9,0.9,0.08,0.439024390243902,0.723404255319149,0.826086956521739,NA,1,0.0888888888888889,0.148936170212766,0.0222222222222223,0.804878048780488,0.229166666666667,0.325581395348837,0.260869565217391,0.476190476190476,0.0208333333333334,0.260869565217391
"Channel Islands","CHI","Europe & Central Asia","High income",0.26530612244898,0.117647058823529,0.36734693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0677966101694916,NA,NA,0.326530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","CHL","Latin America & Caribbean","High income",0.244897959183673,0.490196078431373,0.122448979591837,0.170212765957447,0.326530612244898,0.387755102040816,0.0909090909090909,0.543478260869565,0.125,0.454545454545455,0.0909090909090909,0.136363636363636,0.722222222222222,0.914893617021277,0.627906976744186,0.116279069767442,0.232142857142857,0.4,0.48,0.38,0.52,0.291666666666667,0.521739130434783,0.18,0.765957446808511,0.775,0.42,0,0,0.361702127659574,0,0.0930232558139535,0.12962962962963,0.34,0.111111111111111,0.578947368421053,0.295454545454545,0.897435897435897,0.204545454545455,0.931818181818182,0.204081632653061,0.0434782608695652,0.781818181818182,0.350877192982456,NA,0.46,0.653846153846154,NA,0.605263157894737,0,0.509803921568627,0.422222222222222,0.530612244897959,0.395833333333333,0.0277777777777778,0.0277777777777778,0.0217391304347826,0,1,0.384615384615385,0.027027027027027,0.142857142857143,0.375,0.733333333333333,0.133333333333333,0.813559322033898,0.78,0.142857142857143,0.285714285714286,0.0204081632653061,0.0612244897959183,0.96875,0.4,0.551020408163265,0.863636363636364,0.956521739130435,0.0238095238095238,0.608695652173913,1,0.76,0.285714285714286,0.04,0.34,0.96,0.780487804878049,0.595744680851064,0.304347826086957,0.2,0.333333333333333,0.444444444444444,0,0.288888888888889,0.341463414634146,0.145833333333333,0.0697674418604651,0.0869565217391305,NA,0.520833333333333,0.173913043478261
"Croatia","HRV","Europe & Central Asia","High income",0.0816326530612245,0.0392156862745098,0,0.319148936170213,0.224489795918367,0.224489795918367,0.227272727272727,0.347826086956522,0.416666666666667,0,0.121212121212121,0.545454545454545,0.833333333333333,0.723404255319149,0.418604651162791,0.162790697674419,0.571428571428571,0.244444444444444,0.08,0.12,0.12,0.166666666666667,0.260869565217391,0.1,0.170212765957447,0.4,0.08,0.473684210526316,0.446808510638298,0.404255319148936,0,0.232558139534884,0.87037037037037,0.6,0.888888888888889,NA,0.386363636363636,0.0512820512820513,0.477272727272727,0.340909090909091,0.387755102040816,0.0652173913043478,0.181818181818182,0.245614035087719,0.923076923076923,0.1,0.0961538461538462,0.131578947368421,0,0.583333333333333,0.0980392156862745,0.4,0.163265306122449,0.0416666666666667,0.194444444444444,0.138888888888889,0.456521739130435,0.142857142857143,NA,0.205128205128205,0.675675675675676,0.204081632653061,0.8125,0,0.422222222222222,0.796610169491525,0.86,0.80952380952381,0.0408163265306123,0.857142857142857,0.285714285714286,0.25,0.555555555555556,0.877551020408163,0.272727272727273,0.326086956521739,0.523809523809524,0.934782608695652,1,0.24,NA,0.9,0.12,0.42,0.804878048780488,0.25531914893617,0.478260869565217,1,0.177777777777778,1,0.787234042553192,0.288888888888889,0.707317073170732,0.291666666666667,0.0930232558139535,0.673913043478261,NA,0.4375,0.434782608695652
"Cyprus","CYP","Europe & Central Asia","High income",0.755102040816326,0.627450980392157,0.0204081632653061,0.446808510638298,0.244897959183673,0.816326530612245,0.295454545454545,0.326086956521739,0.354166666666667,0.424242424242424,0,0.318181818181818,0.444444444444444,0.212765957446809,0.697674418604651,0.604651162790698,0.821428571428571,0.577777777777778,0.3,0.26,0.26,0.125,0.217391304347826,0.32,0.0212765957446809,0.85,0.32,0.5,0.425531914893617,0.212765957446809,0,0.325581395348837,0.833333333333333,0.18,NA,NA,0.159090909090909,0.923076923076923,0.590909090909091,0.613636363636364,0.0612244897959184,0.369565217391304,0.509090909090909,0.263157894736842,0.846153846153846,0.26,0.846153846153846,0.368421052631579,NA,NA,0,0.266666666666667,0.244897959183673,0.0833333333333333,0.472222222222222,0.416666666666667,0.760869565217391,0.5,NA,0.871794871794872,0.432432432432432,0.244897959183674,0.833333333333333,0.0888888888888889,0.222222222222222,0.627118644067797,0.7,0.0952380952380952,0.0816326530612245,0.979591836734694,0.551020408163265,0.5625,0.311111111111111,0.224489795918367,0.181818181818182,0.0217391304347826,0.761904761904762,0.326086956521739,NA,0.44,NA,0.9,0.62,0.98,0.365853658536585,0.106382978723404,0.0652173913043478,1,0.444444444444444,0.177777777777778,0.680851063829787,0.622222222222222,1,0.375,0.209302325581395,0.695652173913043,NA,0.75,0.565217391304348
