"country","iso3","region","income","SL.TLF.CACT.FE.ZS","SH.H2O.SMDW.ZS","SH.STA.SMSS.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","conf_gov","trust_ppl","NY.ADJ.SVNG.GN.ZS","EG.FEC.RNEW.ZS","ER.H2O.INTR.PC","wat_qua","agri_value","agri_land","gdp_ghg","cont_corr","gov_effect","reg_qua","lpi_score","WWT.new","waste_managed","BHV.new","FSH.new","sdg9_intuse","water_efficiency_FAO","water_efficiency_GDP","GIB.new","EG.ELC.ACCS.ZS","FX.OWN.TOTL.FE.ZS","gdpgr_1519","SG.GEN.PARL.ZS","per_si_allsi.cov_pop_tot","SE.ADT.LITR.FE.ZS","wom_manage_SDG","gov_spe_edu_SDG","balance_imf","taxrev_imf","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","smes_wom","patents","IS.SHP.GCNW.XQ","dai","gci","risk_to_assets","risk_wellbeing","pop_dis","rain_exp","EN.POP.SLUM.UR.ZS","pov_1016","SI.POV.GINI","EN.ATM.PM25.MC.M3","forest_loss","ref_idp","sec_aparat","waste_rate","EN.ATM.CO2E.PC","Tenure.insecurity","u_1519","infl_1519","SH.STA.TRAF.P5","SI.POV.NAHC","EN.ATM.CO2E.PP.GD","hepat_SDG","debt_gdp_IMF","capstock_imf","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","energ_int_ch","you_neet_1317","ghg_pc","pop_epid","EG.EGY.PRIM.PP.KD","SH.STA.MMRT"
"Afghanistan","AFG","South Asia","Low income",0.08,NA,NA,0.80952380952381,0.947368421052632,0.32,0.277777777777778,0.208333333333333,0.125,NA,NA,NA,0.0833333333333333,0.52,0.153846153846154,0.6,0.307692307692308,0.952380952380952,0.2,0.36,0.32,0.0434782608695652,NA,NA,0.619047619047619,NA,0.56,NA,0.0454545454545455,0.526315789473684,0.96,0.136363636363636,0.318181818181818,0.695652173913043,0,0.25,0,NA,NA,NA,0.869565217391304,0.2,0.730769230769231,0.692307692307692,0.269230769230769,0.2,0.5,NA,0,0.0476190476190476,NA,NA,0.909090909090909,NA,NA,NA,0.28,0.32,0.608695652173913,NA,NA,0.08,0.952380952380952,0.230769230769231,0,0.48,0.333333333333333,0.764705882352941,0.16,0.7,1,0.222222222222222,0.210526315789474,0.961538461538462,NA,NA,0.291666666666667,0.153846153846154,0.263157894736842,0.0384615384615384,0.291666666666667,0.16,0.96,0.8,NA,0.333333333333333,NA,0.652173913043478,0.333333333333333,0.875,0.115384615384615,0.72,NA,0.76,0.25,0,0.208333333333333,0.916666666666667,0.24
"Albania","ALB","Europe & Central Asia","Upper middle income",0.513513513513513,0.25,0.363636363636364,0.78125,0.461538461538462,0.891891891891892,0.0540540540540541,0.333333333333333,0.916666666666667,0.111111111111111,0,0.103448275862069,0.810810810810811,0.638888888888889,0.666666666666667,0.28,0.810810810810811,0.6875,0.432432432432432,0.72972972972973,0.72972972972973,0.297297297297297,0.21875,0.357142857142857,0.0277777777777778,0.375,0.756756756756757,0.214285714285714,0.314285714285714,0.314285714285714,0.315789473684211,0.189189189189189,0.675675675675676,0.756756756756757,0.68,0.620689655172414,0.0769230769230769,0.2,NA,NA,0.285714285714286,0.108108108108108,0.72972972972973,0.162162162162162,0.861111111111111,0.486486486486487,0.121212121212121,0.411764705882353,NA,0.03125,0.0333333333333333,0.0714285714285714,0.611111111111111,0.366666666666667,0.121212121212121,0.181818181818182,0.25,0.27027027027027,NA,0.67741935483871,0.814814814814815,0.702702702702703,0.378378378378378,0.918918918918919,0.810810810810811,0.210526315789474,0.945945945945946,0.5,0.297297297297297,0.647058823529412,0.810810810810811,NA,0.916666666666667,0.081081081081081,NA,0.371428571428571,0.0882352941176471,0.527777777777778,0.571428571428571,0.837837837837838,NA,1,0.486486486486487,0.486486486486487,0.0357142857142857,0.305555555555556,0.457142857142857,0.459459459459459,0.388888888888889,0.833333333333333,0.5,0.486486486486487,0.884615384615385,0.631578947368421,0.214285714285714,0.135135135135135,0.740740740740741,0.891891891891892,0.783783783783784
"Algeria","DZA","Middle East & North Africa","Lower middle income",0,NA,0,0.75,NA,0.615384615384615,0.666666666666667,0.675,0.2,NA,NA,0.837837837837838,NA,0.0769230769230769,0.128205128205128,1,0.275,0.815789473684211,0.487179487179487,0.666666666666667,0.0512820512820513,0.473684210526316,0.91304347826087,0.821428571428571,0.948717948717949,0.148148148148148,0.769230769230769,0.869565217391304,0.65,0.153846153846154,0.75,0.394736842105263,0.125,0.615384615384615,NA,0.545454545454545,0.1,0.172413793103448,0.03125,0.78125,0.861111111111111,1,0.8,0.725,0.975,0.384615384615385,0.657142857142857,NA,0.972222222222222,NA,0.464285714285714,0.25,0.552631578947368,0.78125,0.527777777777778,0.527777777777778,0.875,0.842105263157895,NA,0.942857142857143,NA,0.325,0.25,0.230769230769231,0.58974358974359,0.1,NA,0.857142857142857,0.1,0.461538461538462,0.375,NA,NA,0.974358974358974,0.483870967741935,0.333333333333333,0.815789473684211,0.025,0.837837837837838,0.175,NA,0.666666666666667,0.692307692307692,0.974358974358974,0.964285714285714,0.128205128205128,0.909090909090909,1,NA,NA,0.425,0.974358974358974,0.962962962962963,0.05,0.5625,0.512820512820513,NA,0.666666666666667,0.65
"Andorra","AND","Europe & Central Asia","High income",NA,0.0980392156862745,0.938775510204082,NA,NA,0.816326530612245,NA,0.173913043478261,NA,0.757575757575758,0.272727272727273,NA,0.648148148148148,0.553191489361702,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,0,NA,0.62962962962963,0.94,NA,NA,NA,NA,NA,NA,0.530612244897959,NA,0.781818181818182,0.473684210526316,NA,NA,0.230769230769231,NA,NA,NA,0.529411764705882,NA,0.122448979591837,NA,NA,NA,NA,NA,NA,NA,NA,0.653061224489796,0.979166666666667,NA,NA,0.440677966101695,0.6,NA,NA,NA,0.387755102040816,NA,NA,0.877551020408163,NA,NA,NA,NA,NA,1,NA,0.9,0.52,0.94,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angola","AGO","Sub-Saharan Africa","Lower middle income",0.875,NA,NA,0.0833333333333333,0.166666666666667,0.0256410256410256,NA,0.6,0.425,NA,NA,0.135135135135135,0.6,0.692307692307692,0.846153846153846,NA,0.125,1,0.102564102564103,0.0769230769230769,0.128205128205128,0.0263157894736842,NA,0.678571428571429,0.871794871794872,0.777777777777778,0.0256410256410256,NA,1,0.58974358974359,0.1,0.157894736842105,0.025,0.769230769230769,NA,NA,NA,NA,0.75,0.9375,0.25,0.0256410256410256,0.325,0,0.15,0.179487179487179,0.0285714285714286,NA,0,0.810810810810811,0.25,0.678571428571429,0.236842105263158,NA,0.916666666666667,0.666666666666667,0.625,0.789473684210526,0.15625,NA,0.0689655172413793,0.5,0.666666666666667,0.435897435897436,0.384615384615385,0.45,0.4,NA,0.325,0,0.225,0.303030303030303,0.542857142857143,0.0256410256410257,0,0.102564102564103,0.736842105263158,0.85,0.135135135135135,0.6,0.297297297297297,0.666666666666667,0.307692307692308,0.384615384615385,0.892857142857143,0.358974358974359,1,0.743589743589744,0.617647058823529,0.0588235294117647,0.9,0.128205128205128,0.111111111111111,0.3,0.28125,0.923076923076923,0.21875,0.794871794871795,0.375
"Argentina","ARG","Latin America & Caribbean","Upper middle income",0.540540540540541,NA,NA,0.625,0.846153846153846,0.297297297297297,0.351351351351351,1,0.416666666666667,0.481481481481481,0.666666666666667,0.379310344827586,0.351351351351351,0.555555555555556,0.472222222222222,NA,0.351351351351351,0.75,0.783783783783784,0.594594594594595,0.351351351351351,0.72972972972973,0.3125,0.892857142857143,0.611111111111111,0,0.810810810810811,0.607142857142857,0.542857142857143,0.257142857142857,0.315789473684211,0.405405405405405,0.0810810810810811,0.891891891891892,0.56,0.793103448275862,0.5,0.56,0.166666666666667,0.470588235294118,0.857142857142857,0.702702702702703,0.594594594594595,0.837837837837838,0.583333333333333,0.621621621621622,0.606060606060606,NA,0.419354838709677,0.15625,0.666666666666667,0.5,0.916666666666667,0.166666666666667,0.424242424242424,0.424242424242424,0.666666666666667,0.891891891891892,0.714285714285714,0.645161290322581,0.296296296296296,0.945945945945946,0.135135135135135,1,0.72972972972973,0.157894736842105,0.459459459459459,0.583333333333333,0.513513513513513,NA,0.675675675675676,0.2,0.5,1,0.0588235294117647,0.8,0.5,0.472222222222222,0.8,1,0.785714285714286,0.459459459459459,0.972972972972973,0.405405405405405,0.392857142857143,1,0.485714285714286,0.378378378378378,0.944444444444444,0.722222222222222,0.194444444444444,0.108108108108108,0.423076923076923,0.263157894736842,0.642857142857143,0.675675675675676,0.555555555555556,0.513513513513513,0.432432432432432
"Armenia","ARM","Europe & Central Asia","Upper middle income",0.243243243243243,0.583333333333333,0.545454545454545,0.375,0.192307692307692,0.486486486486487,0.243243243243243,0.0277777777777778,0.611111111111111,0.37037037037037,0.851851851851852,0.275862068965517,0.486486486486487,0.305555555555556,0.388888888888889,0.52,0.648648648648649,0.40625,0.594594594594595,0.513513513513513,0.783783783783784,0.216216216216216,0.5,NA,0.25,NA,0.540540540540541,0.0357142857142857,0.0571428571428571,0.0285714285714286,0.315789473684211,0.216216216216216,0.918918918918919,0.540540540540541,0.96,0.862068965517241,0.269230769230769,0.4,NA,NA,0.942857142857143,0.405405405405405,0.513513513513513,0.972972972972973,0.0277777777777778,0.702702702702703,0.545454545454545,NA,0.741935483870968,0.59375,0.466666666666667,NA,0.694444444444444,0.4,0.181818181818182,0.303030303030303,0.472222222222222,0.513513513513513,0.761904761904762,0.612903225806452,0.888888888888889,0.216216216216216,0.891891891891892,0.324324324324324,0.72972972972973,0.868421052631579,0.891891891891892,0.666666666666667,0.162162162162162,0.676470588235294,0.351351351351351,NA,0.805555555555556,0.513513513513513,NA,0.971428571428571,NA,0.166666666666667,0.514285714285714,0.135135135135135,0.821428571428571,1,0.918918918918919,0.594594594594595,NA,0.111111111111111,0.142857142857143,0.081081081081081,0.638888888888889,0.833333333333333,0.138888888888889,0.540540540540541,NA,0.289473684210526,0,0.459459459459459,NA,0.351351351351351,0.648648648648649
"Australia","AUS","East Asia & Pacific","High income",0.836734693877551,NA,0.0408163265306122,0.872340425531915,0.897959183673469,0.387755102040816,0.863636363636364,0.630434782608696,0.583333333333333,0.272727272727273,0.727272727272727,0.204545454545455,0.407407407407407,0.829787234042553,0.720930232558139,0.953488372093023,0.142857142857143,0.288888888888889,0.72,0.72,0.92,0.625,0.782608695652174,0.94,0.851063829787234,0,0.54,0.526315789473684,0.468085106382979,0.702127659574468,0,0.813953488372093,0.185185185185185,0.58,NA,NA,0.772727272727273,0.512820512820513,0.181818181818182,0.909090909090909,0.673469387755102,0.91304347826087,0.763636363636364,0.456140350877193,NA,0.72,0.192307692307692,NA,0.263157894736842,NA,0.862745098039216,0.377777777777778,0.387755102040816,0.583333333333333,0.444444444444444,0.472222222222222,0.217391304347826,0.785714285714286,NA,0.41025641025641,NA,0.775510204081633,0.166666666666667,0.777777777777778,0.4,0.406779661016949,0.12,0.476190476190476,0.489795918367347,0.285714285714286,0.653061224489796,NA,0.133333333333333,0.775510204081633,0.568181818181818,0.782608695652174,0.238095238095238,0.695652173913043,NA,0.34,NA,1,0.58,0.74,0.926829268292683,0.829787234042553,0.869565217391304,NA,0.911111111111111,1,0.234042553191489,0.0666666666666667,0.75609756097561,0.5625,0.627906976744186,0.369565217391304,0.238095238095238,0.270833333333333,0.565217391304348
"Austria","AUT","Europe & Central Asia","High income",0.510204081632653,0.529411764705882,0.714285714285714,0.765957446808511,0.204081632653061,0,0.75,0.565217391304348,0.520833333333333,0.515151515151515,0.757575757575758,0.590909090909091,0.87037037037037,0.638297872340426,0.325581395348837,0.465116279069767,0.696428571428571,0.822222222222222,0.68,0.64,0.64,0.854166666666667,0.804347826086957,NA,0.617021276595745,NA,0.62,0.578947368421053,0.574468085106383,0.297872340425532,0,0.744186046511628,0.277777777777778,0.76,NA,NA,0.409090909090909,0.179487179487179,0.522727272727273,0.409090909090909,0.938775510204082,0.434782608695652,0.745454545454545,0.473684210526316,0.807692307692308,0.9,0.326923076923077,0.473684210526316,0.815789473684211,NA,0.666666666666667,NA,0.959183673469388,0.645833333333333,0.388888888888889,0.444444444444444,0.434782608695652,0.523809523809524,NA,0.307692307692308,0.567567567567568,0.448979591836735,0.520833333333333,0.111111111111111,0.755555555555556,0.389830508474576,0.52,0.952380952380952,0.510204081632653,0.387755102040816,0.653061224489796,0.625,0.711111111111111,0.551020408163265,0.295454545454545,0.239130434782609,0.738095238095238,0.58695652173913,NA,0.58,NA,0.9,0.92,0.38,NA,0.787234042553192,0.347826086956522,1,0.555555555555556,1,0.468085106382979,0.577777777777778,NA,0.270833333333333,0.720930232558139,0.521739130434783,NA,0.625,0.739130434782609
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",0.945945945945946,0.333333333333333,NA,0.5,0.423076923076923,0.648648648648649,0,0,0.472222222222222,0.962962962962963,0.888888888888889,0.551724137931034,0.135135135135135,0.138888888888889,0.527777777777778,0.04,0.540540540540541,0.625,0.297297297297297,0.432432432432432,0.324324324324324,0.162162162162162,0.28125,NA,0.138888888888889,NA,0.972972972972973,0.0714285714285714,0.0285714285714286,0.142857142857143,0.315789473684211,0.0540540540540541,0.243243243243243,0.324324324324324,NA,0.896551724137931,0.807692307692308,0.04,1,0,0.8,0.27027027027027,0.486486486486487,0.216216216216216,0.277777777777778,0.351351351351351,0.333333333333333,NA,0.806451612903226,0,0.166666666666667,NA,0.5,0.9,0.757575757575758,0.757575757575758,0.805555555555556,0.459459459459459,NA,NA,NA,0.621621621621622,0.918918918918919,0.243243243243243,0.486486486486487,0.526315789473684,0.540540540540541,0.972222222222222,0.72972972972973,0.117647058823529,0.918918918918919,NA,0.416666666666667,0.513513513513513,0.941176470588235,1,0.852941176470588,0.194444444444444,0.542857142857143,0.243243243243243,NA,1,0.540540540540541,0.459459459459459,NA,0.222222222222222,1,0.486486486486487,0.444444444444444,0.361111111111111,0.0555555555555556,0.675675675675676,NA,0.0789473684210527,NA,0.648648648648649,NA,0.702702702702703,0.648648648648649
