"country","iso3","region","income","SL.TLF.CACT.FE.ZS","SH.H2O.SMDW.ZS","SH.STA.SMSS.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","conf_gov","trust_ppl","NY.ADJ.SVNG.GN.ZS","EG.FEC.RNEW.ZS","ER.H2O.INTR.PC","wat_qua","agri_value","agri_land","gdp_ghg","cont_corr","gov_effect","reg_qua","lpi_score","WWT.new","waste_managed","BHV.new","FSH.new","sdg9_intuse","water_efficiency_FAO","water_efficiency_GDP","GIB.new","EG.ELC.ACCS.ZS","FX.OWN.TOTL.FE.ZS","gdpgr_1519","SG.GEN.PARL.ZS","per_si_allsi.cov_pop_tot","SE.ADT.LITR.FE.ZS","wom_manage_SDG","gov_spe_edu_SDG","balance_imf","taxrev_imf","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","smes_wom","patents","IS.SHP.GCNW.XQ","dai","gci","risk_to_assets","risk_wellbeing","pop_dis","rain_exp","EN.POP.SLUM.UR.ZS","pov_1016","SI.POV.GINI","EN.ATM.PM25.MC.M3","forest_loss","ref_idp","sec_aparat","waste_rate","EN.ATM.CO2E.PC","Tenure.insecurity","u_1519","infl_1519","SH.STA.TRAF.P5","SI.POV.NAHC","EN.ATM.CO2E.PP.GD","hepat_SDG","debt_gdp_IMF","capstock_imf","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","energ_int_ch","you_neet_1317","ghg_pc","pop_epid","EG.EGY.PRIM.PP.KD","SH.STA.MMRT"
"Malta","MLT","Middle East & North Africa","High income",0.736842105263158,1,0.733333333333333,0.9375,0.923076923076923,0.666666666666667,1,1,1,NA,NA,NA,0.722222222222222,0.5,NA,0.875,1,NA,0.833333333333333,0.888888888888889,1,0.611111111111111,NA,0.684210526315789,0,0.307692307692308,0.722222222222222,0.923076923076923,1,0.8,0.368421052631579,1,0.888888888888889,0.444444444444444,NA,0.923076923076923,0.9,0.461538461538462,0.833333333333333,0.727272727272727,0.944444444444444,0.944444444444444,0.736842105263158,0.842105263157895,NA,1,0.882352941176471,0.4,NA,NA,0.25,0.722222222222222,1,0.714285714285714,0.8,0.8,NA,NA,NA,0.916666666666667,0.857142857142857,1,0.272727272727273,0.764705882352941,0.941176470588235,0.0526315789473685,0.555555555555556,1,0.789473684210526,0.625,0.947368421052632,0.571428571428571,1,0.444444444444444,0.727272727272727,0.5625,NA,0.684210526315789,NA,1,NA,1,0.0555555555555556,0.166666666666667,0.111111111111111,0.722222222222222,0,1,0.941176470588235,1,0.789473684210526,0.722222222222222,0.944444444444444,0.894736842105263,1,0.888888888888889,NA,1,0.894736842105263
"Morocco","MAR","Middle East & North Africa","Lower middle income",0.421052631578947,0.2,0.266666666666667,0.1875,0.230769230769231,0.833333333333333,0.142857142857143,0.411764705882353,0.894736842105263,NA,NA,0.833333333333333,0.888888888888889,0.888888888888889,0.5,NA,0.315789473684211,0.583333333333333,0.555555555555556,0.5,0.555555555555556,0.388888888888889,0.0833333333333333,0.157894736842105,0.2,0.692307692307692,0.388888888888889,0.307692307692308,0.333333333333333,0.4,0.368421052631579,0.133333333333333,0.777777777777778,0.611111111111111,NA,0,NA,0.615384615384615,0.5,0.909090909090909,0.166666666666667,0.444444444444444,0.210526315789474,0.105263157894737,0.333333333333333,0.5,0.588235294117647,0.3,0.705882352941177,0.125,0.625,0.833333333333333,0.5,0.357142857142857,0.5,0.5,0.222222222222222,0.875,0.666666666666667,0.416666666666667,NA,0.842105263157895,0.545454545454545,0.588235294117647,0.705882352941176,0.894736842105263,0.777777777777778,0.714285714285714,0.526315789473684,0.5,0.421052631578947,1,0.625,0.333333333333333,0.181818181818182,0.1875,0.9375,0.894736842105263,0.666666666666667,0.789473684210526,0.818181818181818,0.222222222222222,0.611111111111111,1,0.777777777777778,0.666666666666667,0.176470588235294,0.176470588235294,0.823529411764706,0.294117647058823,0.578947368421053,0.111111111111111,0.611111111111111,0.526315789473684,NA,0.111111111111111,NA,0.888888888888889,0.263157894736842
"Oman","OMN","Middle East & North Africa","High income",0.684210526315789,0.3,NA,0.8125,0.846153846153846,0.833333333333333,NA,NA,0.315789473684211,NA,NA,0.0833333333333333,0,0.611111111111111,0.9375,NA,0.368421052631579,0.666666666666667,0.722222222222222,0.722222222222222,0.777777777777778,0.833333333333333,0.25,0.789473684210526,1,0.923076923076923,0.666666666666667,0.769230769230769,0.555555555555556,0.0666666666666667,0.368421052631579,NA,0.166666666666667,0.0555555555555556,NA,0.384615384615385,0.2,0.0769230769230769,0.0833333333333333,0.0909090909090909,0.555555555555556,0.388888888888889,0.789473684210526,0.157894736842105,NA,0.777777777777778,0.705882352941177,0.6,0,NA,0.6875,0.777777777777778,0.722222222222222,0.571428571428571,NA,NA,0.555555555555556,0.5625,NA,NA,NA,0.473684210526316,0,0.941176470588235,0.823529411764706,0.315789473684211,0.222222222222222,NA,0.842105263157895,0.75,0.684210526315789,NA,0.25,0.444444444444444,0.272727272727273,0.375,0.375,0.526315789473684,0.416666666666667,0.947368421052632,NA,0.888888888888889,0.277777777777778,0.611111111111111,0.555555555555556,0.555555555555556,0.823529411764706,1,0.588235294117647,1,0.421052631578947,0.777777777777778,0.111111111111111,0.210526315789474,NA,0.388888888888889,NA,0.111111111111111,0.631578947368421
"Qatar","QAT","Middle East & North Africa","High income",0.947368421052632,0.7,0.866666666666667,0.75,NA,0.722222222222222,NA,0.294117647058824,0.157894736842105,NA,NA,1,0,0.166666666666667,NA,0.5,0.578947368421053,0.833333333333333,0.888888888888889,0.833333333333333,0.833333333333333,0.944444444444444,0.833333333333333,1,0.8,0.0769230769230769,0.944444444444444,1,0.944444444444444,0.933333333333333,0.368421052631579,NA,0.222222222222222,0.277777777777778,NA,0.615384615384615,0.4,0.538461538461538,0.916666666666667,0.181818181818182,0,0.277777777777778,0.789473684210526,0.789473684210526,NA,0.833333333333333,0.764705882352941,1,0,NA,0.9375,0.555555555555556,0.833333333333333,0.857142857142857,NA,NA,0.833333333333333,0.9375,NA,NA,NA,0,NA,1,1,0.263157894736842,0,NA,1,0.6875,0.842105263157895,NA,0.3125,0.777777777777778,0.454545454545455,0.6875,NA,0.210526315789474,NA,0.842105263157895,NA,0.888888888888889,0.388888888888889,0.388888888888889,0,0.833333333333333,1,1,0.882352941176471,1,0.473684210526316,1,0.388888888888889,0,NA,0.777777777777778,NA,0.0555555555555556,0.842105263157895
"Saudi Arabia","SAU","Middle East & North Africa","High income",0.473684210526316,NA,0.533333333333333,0.625,1,0.555555555555556,0.642857142857143,0.176470588235294,0.842105263157895,NA,NA,0.5,0.166666666666667,0.277777777777778,0.6875,NA,0,NA,0.777777777777778,0.777777777777778,0.611111111111111,0.777777777777778,0.166666666666667,0.631578947368421,0.666666666666667,0.846153846153846,0.833333333333333,0.538461538461538,0.5,0.133333333333333,0.368421052631579,0.6,0.333333333333333,0.555555555555556,NA,0.461538461538462,0.6,0.692307692307692,0.166666666666667,0.272727272727273,0.833333333333333,0.666666666666667,0.789473684210526,0.842105263157895,NA,0.611111111111111,0.470588235294118,0.7,0,NA,0.75,0.888888888888889,0.777777777777778,0.785714285714286,NA,NA,0.777777777777778,0.4375,0.555555555555556,NA,NA,0.0526315789473685,NA,0.647058823529412,0.529411764705882,0.210526315789474,0.166666666666667,0.285714285714286,0.684210526315789,0.875,0,NA,0.375,0.555555555555556,0.909090909090909,0.625,0.875,0.105263157894737,0.75,0.368421052631579,0.727272727272727,0.888888888888889,0.166666666666667,0.5,0.666666666666667,0.5,0.764705882352941,1,0.235294117647059,1,0.263157894736842,0.833333333333333,0.5,0.631578947368421,0.777777777777778,0.0555555555555556,0.428571428571429,0.166666666666667,0.684210526315789
"Syrian Arab Republic","SYR","Middle East & North Africa","Low income",0.157894736842105,NA,NA,NA,NA,0,NA,0.882352941176471,0.263157894736842,NA,NA,NA,0.277777777777778,0.777777777777778,0.25,NA,0.421052631578947,NA,0.0555555555555556,0.111111111111111,0.0555555555555556,0,NA,0.210526315789474,NA,NA,0.111111111111111,NA,NA,NA,0.157894736842105,NA,NA,0.333333333333333,NA,NA,NA,0.769230769230769,NA,NA,0.388888888888889,0.111111111111111,0.315789473684211,0.578947368421053,0.666666666666667,0,0.411764705882353,NA,0,NA,0.0625,0.111111111111111,0.222222222222222,NA,NA,NA,0.277777777777778,0.5,0.444444444444444,NA,NA,0.421052631578947,NA,0,0,0.842105263157895,0.833333333333333,NA,0.578947368421053,NA,0.526315789473684,NA,NA,0.777777777777778,NA,NA,0.25,0.368421052631579,NA,0,0.454545454545455,0.888888888888889,0.722222222222222,0.333333333333333,0.944444444444444,0.166666666666667,0.294117647058823,0.352941176470588,0.294117647058823,0.117647058823529,0.105263157894737,0.0555555555555556,0.555555555555556,1,NA,0.944444444444444,NA,0.555555555555556,0.473684210526316
"Tunisia","TUN","Middle East & North Africa","Lower middle income",0.578947368421053,0.5,0.6,0.25,0.538461538461538,0.333333333333333,0.285714285714286,0.470588235294118,0.789473684210526,0,0.6,0.416666666666667,0.944444444444444,0.722222222222222,0.3125,NA,0.473684210526316,0.333333333333333,0.611111111111111,0.555555555555556,0.444444444444444,0.333333333333333,0.666666666666667,0.315789473684211,0.266666666666667,0.769230769230769,0.5,0.230769230769231,0.277777777777778,0.466666666666667,0.210526315789474,0.4,0.5,0.666666666666667,NA,NA,NA,1,NA,NA,0.444444444444444,0.444444444444444,0.263157894736842,0.368421052631579,0.416666666666667,0.555555555555556,0.529411764705882,0.1,1,0.875,0.5625,0.0555555555555556,0.555555555555556,0.214285714285714,0.6,0.4,0.611111111111111,0.8125,1,0.333333333333333,0.571428571428571,0.684210526315789,0.181818181818182,0.705882352941176,0.352941176470588,0.684210526315789,0.611111111111111,0.571428571428571,0.157894736842105,0.125,0.368421052631579,0.857142857142857,0.5625,0.166666666666667,NA,0.125,0.6875,0.421052631578947,0.916666666666667,0.526315789473684,0.909090909090909,0.888888888888889,0.555555555555556,0.777777777777778,0.277777777777778,0.777777777777778,0.352941176470588,0.411764705882353,0.470588235294118,0.411764705882353,0.315789473684211,0.222222222222222,0.722222222222222,0.368421052631579,NA,0.277777777777778,NA,0.611111111111111,0.368421052631579
"United Arab Emirates","ARE","Middle East & North Africa","High income",0.894736842105263,NA,0.933333333333333,0.875,0.692307692307692,0.833333333333333,0.785714285714286,NA,0.631578947368421,NA,NA,NA,0.222222222222222,0.111111111111111,0.8125,0.75,0.789473684210526,0.916666666666667,1,1,0.888888888888889,1,0.916666666666667,0.894736842105263,0.866666666666667,0.538461538461538,0.888888888888889,NA,0.722222222222222,0,0.368421052631579,0.8,0.722222222222222,1,NA,0.769230769230769,0.5,NA,0.75,0.363636363636364,0.777777777777778,0.722222222222222,0.631578947368421,0.631578947368421,NA,0.888888888888889,1,0.8,0.941176470588235,NA,0.875,1,0.944444444444444,0.928571428571429,NA,NA,0.944444444444444,0.0625,NA,1,1,0.526315789473684,NA,0.882352941176471,0.882352941176471,0.105263157894737,0.111111111111111,0.214285714285714,0.947368421052632,0.375,0.736842105263158,NA,0.4375,0.944444444444444,0.818181818181818,0.4375,0.8125,0.0526315789473685,NA,0.894736842105263,NA,0.888888888888889,0.222222222222222,0.555555555555556,0.166666666666667,1,0.705882352941176,1,0.529411764705882,1,0.368421052631579,0.944444444444444,0.444444444444444,0.473684210526316,NA,0.444444444444444,NA,0.277777777777778,1
"West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income",0.263157894736842,NA,0.466666666666667,0.4375,0.461538461538462,NA,0,0.294117647058824,0,NA,NA,NA,0.833333333333333,NA,NA,0,0.736842105263158,NA,NA,NA,NA,NA,NA,0.736842105263158,NA,NA,NA,0.615384615384615,0.666666666666667,NA,0.368421052631579,0.0666666666666667,0.555555555555556,NA,NA,0.846153846153846,0.7,NA,NA,NA,NA,NA,0.473684210526316,0.526315789473684,0.75,NA,0.176470588235294,0.2,NA,0.375,NA,NA,0,NA,NA,NA,0.388888888888889,NA,NA,0.583333333333333,0.428571428571429,0.736842105263158,NA,NA,NA,0.526315789473684,0.888888888888889,NA,0,0.8125,0.894736842105263,0.285714285714286,0.9375,NA,NA,NA,0.5,0.947368421052632,NA,0.157894736842105,0.363636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947368421052632,NA,0.222222222222222,0.263157894736842,0.222222222222222,NA,NA,NA,0.578947368421053
"Yemen, Rep.","YEM","Middle East & North Africa","Low income",0,NA,NA,0,0,0.0555555555555556,NA,0.705882352941177,0.0526315789473684,NA,NA,NA,0.5,0.333333333333333,0.625,NA,0.157894736842105,0.0833333333333333,0,0,0.111111111111111,0.166666666666667,NA,0,NA,NA,0.0555555555555556,NA,0.222222222222222,NA,0.0526315789473684,0,0,0,NA,NA,NA,0.307692307692308,0.416666666666667,0.545454545454545,0.111111111111111,0,0,0,0.25,0.0555555555555556,NA,NA,0,0,0,0,0.0555555555555556,0,0.2,0.3,0.5,0,0.111111111111111,0.0833333333333334,NA,0.315789473684211,NA,0.0588235294117647,0.0588235294117647,0.947368421052632,1,0.5,0.210526315789474,NA,0.0526315789473685,0,NA,0,0.0909090909090909,0.5,0.1875,0.263157894736842,0,0.210526315789474,0,0.222222222222222,0.111111111111111,0.111111111111111,0.611111111111111,0,0.588235294117647,0.0588235294117647,0,0.0588235294117647,0.842105263157895,0,0.277777777777778,0.947368421052632,0,1,0,0.944444444444444,0.0526315789473685
