"country","iso3","region","income","SL.TLF.CACT.FE.ZS","SH.H2O.SMDW.ZS","SH.STA.SMSS.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","LGBT_acc","wbl","conf_gov","trust_ppl","NY.ADJ.SVNG.GN.ZS","EG.FEC.RNEW.ZS","ER.H2O.INTR.PC","wat_qua","agri_value","agri_land","gdp_ghg","cont_corr","gov_effect","reg_qua","lpi_score","WWT.new","waste_managed","BHV.new","FSH.new","sdg9_intuse","water_efficiency_FAO","water_efficiency_GDP","GIB.new","EG.ELC.ACCS.ZS","FX.OWN.TOTL.FE.ZS","gdpgr_1519","SG.GEN.PARL.ZS","per_si_allsi.cov_pop_tot","SE.ADT.LITR.FE.ZS","wom_manage_SDG","gov_spe_edu_SDG","balance_imf","taxrev_imf","SH.MED.PHYS.ZS","SH.UHC.SRVS.CV.XD","acc_sani_SDG","acc_water_SDG","rai","rule_law","IT.CEL.SETS.P2","IT.NET.USER.ZS","rapid_trans","smes_wom","patents","IS.SHP.GCNW.XQ","dai","gci","risk_to_assets","risk_wellbeing","pop_dis","rain_exp","EN.POP.SLUM.UR.ZS","pov_1016","SI.POV.GINI","EN.ATM.PM25.MC.M3","forest_loss","ref_idp","sec_aparat","waste_rate","EN.ATM.CO2E.PC","Tenure.insecurity","u_1519","infl_1519","SH.STA.TRAF.P5","SI.POV.NAHC","EN.ATM.CO2E.PP.GD","hepat_SDG","debt_gdp_IMF","capstock_imf","displaced","wat_stress_SDG","glob_hunger_index","terror","pop_slums_SDG","heal_01_NDG","habi_01_NDG","habi_02_NDG","infr_02_NDG","food_03_NDG","infr_03_NDG","heal_03_NDG","SH.STA.AIRP.P5","SH.STA.WASH.P5","fao_withdraw_pc","ecos_04_NDG","chloroph_SDG","energ_int_ch","you_neet_1317","ghg_pc","pop_epid","EG.EGY.PRIM.PP.KD","SH.STA.MMRT"
"Albania","ALB","Europe & Central Asia","Upper middle income",0.513513513513513,0.25,0.363636363636364,0.78125,0.461538461538462,0.891891891891892,0.0540540540540541,0.333333333333333,0.916666666666667,0.111111111111111,0,0.103448275862069,0.810810810810811,0.638888888888889,0.666666666666667,0.28,0.810810810810811,0.6875,0.432432432432432,0.72972972972973,0.72972972972973,0.297297297297297,0.21875,0.357142857142857,0.0277777777777778,0.375,0.756756756756757,0.214285714285714,0.314285714285714,0.314285714285714,0.315789473684211,0.189189189189189,0.675675675675676,0.756756756756757,0.68,0.620689655172414,0.0769230769230769,0.2,NA,NA,0.285714285714286,0.108108108108108,0.72972972972973,0.162162162162162,0.861111111111111,0.486486486486487,0.121212121212121,0.411764705882353,NA,0.03125,0.0333333333333333,0.0714285714285714,0.611111111111111,0.366666666666667,0.121212121212121,0.181818181818182,0.25,0.27027027027027,NA,0.67741935483871,0.814814814814815,0.702702702702703,0.378378378378378,0.918918918918919,0.810810810810811,0.210526315789474,0.945945945945946,0.5,0.297297297297297,0.647058823529412,0.810810810810811,NA,0.916666666666667,0.081081081081081,NA,0.371428571428571,0.0882352941176471,0.527777777777778,0.571428571428571,0.837837837837838,NA,1,0.486486486486487,0.486486486486487,0.0357142857142857,0.305555555555556,0.457142857142857,0.459459459459459,0.388888888888889,0.833333333333333,0.5,0.486486486486487,0.884615384615385,0.631578947368421,0.214285714285714,0.135135135135135,0.740740740740741,0.891891891891892,0.783783783783784
"Argentina","ARG","Latin America & Caribbean","Upper middle income",0.540540540540541,NA,NA,0.625,0.846153846153846,0.297297297297297,0.351351351351351,1,0.416666666666667,0.481481481481481,0.666666666666667,0.379310344827586,0.351351351351351,0.555555555555556,0.472222222222222,NA,0.351351351351351,0.75,0.783783783783784,0.594594594594595,0.351351351351351,0.72972972972973,0.3125,0.892857142857143,0.611111111111111,0,0.810810810810811,0.607142857142857,0.542857142857143,0.257142857142857,0.315789473684211,0.405405405405405,0.0810810810810811,0.891891891891892,0.56,0.793103448275862,0.5,0.56,0.166666666666667,0.470588235294118,0.857142857142857,0.702702702702703,0.594594594594595,0.837837837837838,0.583333333333333,0.621621621621622,0.606060606060606,NA,0.419354838709677,0.15625,0.666666666666667,0.5,0.916666666666667,0.166666666666667,0.424242424242424,0.424242424242424,0.666666666666667,0.891891891891892,0.714285714285714,0.645161290322581,0.296296296296296,0.945945945945946,0.135135135135135,1,0.72972972972973,0.157894736842105,0.459459459459459,0.583333333333333,0.513513513513513,NA,0.675675675675676,0.2,0.5,1,0.0588235294117647,0.8,0.5,0.472222222222222,0.8,1,0.785714285714286,0.459459459459459,0.972972972972973,0.405405405405405,0.392857142857143,1,0.485714285714286,0.378378378378378,0.944444444444444,0.722222222222222,0.194444444444444,0.108108108108108,0.423076923076923,0.263157894736842,0.642857142857143,0.675675675675676,0.555555555555556,0.513513513513513,0.432432432432432
"Armenia","ARM","Europe & Central Asia","Upper middle income",0.243243243243243,0.583333333333333,0.545454545454545,0.375,0.192307692307692,0.486486486486487,0.243243243243243,0.0277777777777778,0.611111111111111,0.37037037037037,0.851851851851852,0.275862068965517,0.486486486486487,0.305555555555556,0.388888888888889,0.52,0.648648648648649,0.40625,0.594594594594595,0.513513513513513,0.783783783783784,0.216216216216216,0.5,NA,0.25,NA,0.540540540540541,0.0357142857142857,0.0571428571428571,0.0285714285714286,0.315789473684211,0.216216216216216,0.918918918918919,0.540540540540541,0.96,0.862068965517241,0.269230769230769,0.4,NA,NA,0.942857142857143,0.405405405405405,0.513513513513513,0.972972972972973,0.0277777777777778,0.702702702702703,0.545454545454545,NA,0.741935483870968,0.59375,0.466666666666667,NA,0.694444444444444,0.4,0.181818181818182,0.303030303030303,0.472222222222222,0.513513513513513,0.761904761904762,0.612903225806452,0.888888888888889,0.216216216216216,0.891891891891892,0.324324324324324,0.72972972972973,0.868421052631579,0.891891891891892,0.666666666666667,0.162162162162162,0.676470588235294,0.351351351351351,NA,0.805555555555556,0.513513513513513,NA,0.971428571428571,NA,0.166666666666667,0.514285714285714,0.135135135135135,0.821428571428571,1,0.918918918918919,0.594594594594595,NA,0.111111111111111,0.142857142857143,0.081081081081081,0.638888888888889,0.833333333333333,0.138888888888889,0.540540540540541,NA,0.289473684210526,0,0.459459459459459,NA,0.351351351351351,0.648648648648649
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",0.945945945945946,0.333333333333333,NA,0.5,0.423076923076923,0.648648648648649,0,0,0.472222222222222,0.962962962962963,0.888888888888889,0.551724137931034,0.135135135135135,0.138888888888889,0.527777777777778,0.04,0.540540540540541,0.625,0.297297297297297,0.432432432432432,0.324324324324324,0.162162162162162,0.28125,NA,0.138888888888889,NA,0.972972972972973,0.0714285714285714,0.0285714285714286,0.142857142857143,0.315789473684211,0.0540540540540541,0.243243243243243,0.324324324324324,NA,0.896551724137931,0.807692307692308,0.04,1,0,0.8,0.27027027027027,0.486486486486487,0.216216216216216,0.277777777777778,0.351351351351351,0.333333333333333,NA,0.806451612903226,0,0.166666666666667,NA,0.5,0.9,0.757575757575758,0.757575757575758,0.805555555555556,0.459459459459459,NA,NA,NA,0.621621621621622,0.918918918918919,0.243243243243243,0.486486486486487,0.526315789473684,0.540540540540541,0.972222222222222,0.72972972972973,0.117647058823529,0.918918918918919,NA,0.416666666666667,0.513513513513513,0.941176470588235,1,0.852941176470588,0.194444444444444,0.542857142857143,0.243243243243243,NA,1,0.540540540540541,0.459459459459459,NA,0.222222222222222,1,0.486486486486487,0.444444444444444,0.361111111111111,0.0555555555555556,0.675675675675676,NA,0.0789473684210527,NA,0.648648648648649,NA,0.702702702702703,0.648648648648649
"Belarus","BLR","Europe & Central Asia","Upper middle income",0.810810810810811,0.958333333333333,0.909090909090909,NA,0.653846153846154,0.756756756756757,0.918918918918919,0.333333333333333,0.361111111111111,0.666666666666667,0.962962962962963,0.689655172413793,0.27027027027027,0.527777777777778,0.305555555555556,0.76,0.675675675675676,0.15625,0.72972972972973,0.324324324324324,0.216216216216216,0.27027027027027,0.4375,NA,0.416666666666667,NA,0.837837837837838,0.928571428571429,0.828571428571429,0.114285714285714,0.315789473684211,0.945945945945946,0.297297297297297,0.864864864864865,0.92,0.931034482758621,1,0.12,0.888888888888889,0.352941176470588,0.971428571428571,0.702702702702703,0.783783783783784,0.540540540540541,0.388888888888889,0.162162162162162,0.575757575757576,0.941176470588235,0.903225806451613,0.90625,0.566666666666667,NA,0.472222222222222,NA,0.484848484848485,0.515151515151515,0.777777777777778,0.972972972972973,NA,1,1,0.675675675675676,0.216216216216216,0.945945945945946,0.621621621621622,0.0263157894736842,0.27027027027027,0.833333333333333,0.648648648648649,0.0882352941176471,0.891891891891892,0.92,0.305555555555556,0.810810810810811,0.588235294117647,0.828571428571429,NA,0.694444444444444,1,0.486486486486487,0.25,1,0.837837837837838,0.081081081081081,NA,0.388888888888889,0.0571428571428572,0.567567567567568,0.583333333333333,1,0.861111111111111,0.513513513513513,NA,0.736842105263158,NA,0.621621621621622,NA,0.243243243243243,1
"Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income",0.162162162162162,0.625,0.0909090909090909,0.71875,NA,0.0810810810810811,0.486486486486487,0.194444444444444,0.694444444444444,0.185185185185185,0.259259259259259,NA,0.864864864864865,0.666666666666667,0.805555555555556,0.56,0.486486486486487,0.1875,0.351351351351351,0.216216216216216,0.378378378378378,0.540540540540541,0.09375,0.392857142857143,0.361111111111111,NA,0.567567567567568,NA,NA,0.171428571428571,0.315789473684211,0.513513513513513,0.837837837837838,0.648648648648649,0.72,NA,0.115384615384615,NA,NA,NA,0.542857142857143,0.135135135135135,0.621621621621622,0.513513513513513,0.944444444444444,0.648648648648649,0.424242424242424,0.470588235294118,NA,0.4375,0.233333333333333,NA,0.527777777777778,0.1,0.303030303030303,0.363636363636364,0.166666666666667,0.216216216216216,NA,0.838709677419355,NA,0.297297297297297,0.837837837837838,0.216216216216216,0.675675675675676,0.394736842105263,0.216216216216216,0.944444444444444,0.0540540540540541,1,0.567567567567568,0.64,0.222222222222222,0.513513513513513,NA,0.457142857142857,0.735294117647059,0.833333333333333,1,0.648648648648649,0.928571428571429,1,0.783783783783784,0.162162162162162,0.964285714285714,0.194444444444444,0.4,0.189189189189189,0.194444444444444,1,NA,0.72972972972973,NA,0.0526315789473685,0.321428571428571,0.162162162162162,0.666666666666667,0.027027027027027,0.891891891891892
"Botswana","BWA","Sub-Saharan Africa","Upper middle income",0.972972972972973,NA,NA,0.0625,NA,0.648648648648649,0.27027027027027,0.611111111111111,0.222222222222222,NA,NA,0.931034482758621,0.783783783783784,0.194444444444444,0.75,NA,0.027027027027027,0,1,0.837837837837838,0.837837837837838,0.756756756756757,0.0625,NA,0.944444444444444,NA,0.108108108108108,1,0.942857142857143,0.971428571428571,0.0263157894736842,0.378378378378378,0.324324324324324,0.0540540540540541,NA,NA,NA,0.96,NA,NA,0.0857142857142857,0.135135135135135,0.189189189189189,0.135135135135135,0.305555555555556,0.945945945945946,0.848484848484849,NA,NA,0.53125,0,NA,0.166666666666667,0.6,0.696969696969697,0.666666666666667,0.555555555555556,0.189189189189189,NA,0.032258064516129,0.0740740740740741,0.486486486486487,0.72972972972973,0.783783783783784,1,0.973684210526316,0.648648648648649,0.222222222222222,0.189189189189189,0.441176470588235,0.135135135135135,NA,0.777777777777778,0.810810810810811,NA,0.0285714285714286,0.411764705882353,0.861111111111111,0.0285714285714286,1,NA,0.162162162162162,0.459459459459459,0.540540540540541,NA,0.638888888888889,0.228571428571429,0,0.111111111111111,0.111111111111111,0.944444444444444,0.243243243243243,NA,0.342105263157895,NA,0.945945945945946,0.0740740740740741,0.810810810810811,0.108108108108108
"Brazil","BRA","Latin America & Caribbean","Upper middle income",0.621621621621622,NA,0.590909090909091,0.3125,NA,0.378378378378378,0.621621621621622,0.972222222222222,0.527777777777778,0.333333333333333,0.185185185185185,0.620689655172414,0.918918918918919,0.861111111111111,0.416666666666667,0.8,0.567567567567568,0.375,0.486486486486487,0.27027027027027,0.297297297297297,0.810810810810811,1,0.964285714285714,0.694444444444444,0.25,0.648648648648649,0.857142857142857,0.8,0.0571428571428571,0.315789473684211,0.648648648648649,0.0540540540540541,0.108108108108108,0.48,0.310344827586207,0.884615384615385,0.44,0.111111111111111,0.647058823529412,0.571428571428571,0.945945945945946,0.297297297297297,0.72972972972973,0.444444444444444,0.594594594594595,0.242424242424242,NA,0.709677419354839,0.25,0.833333333333333,0.607142857142857,0.888888888888889,0.266666666666667,0.96969696969697,0.939393939393939,0.333333333333333,0.864864864864865,0.571428571428571,0.419354838709677,0.0370370370370371,0.972972972972973,0.162162162162162,0.783783783783784,0.27027027027027,0.263157894736842,0.783783783783784,0.388888888888889,0.405405405405405,0.176470588235294,0.459459459459459,NA,0.833333333333333,0.918918918918919,0.117647058823529,0.257142857142857,0.529411764705882,0.777777777777778,0.828571428571429,0.864864864864865,0.714285714285714,0.459459459459459,0.216216216216216,0.351351351351351,0.607142857142857,0.916666666666667,0.514285714285714,0.810810810810811,0.916666666666667,0.416666666666667,0.694444444444444,0.0540540540540541,0.807692307692308,0.131578947368421,0.464285714285714,0.378378378378378,0.148148148148148,0.621621621621622,0.351351351351351
"Bulgaria","BGR","Europe & Central Asia","Upper middle income",0.459459459459459,1,0.772727272727273,0.90625,0.5,0.486486486486487,0.567567567567568,0.638888888888889,0.888888888888889,0.296296296296296,0.592592592592593,0.724137931034483,0.540540540540541,0.416666666666667,0.222222222222222,0.64,0.594594594594595,0.34375,0.756756756756757,0.810810810810811,0.945945945945946,0.783783783783784,0.65625,0.535714285714286,0.166666666666667,0.666666666666667,0.432432432432432,0.321428571428571,0.342857142857143,0.571428571428571,0.315789473684211,0.810810810810811,0.864864864864865,0.702702702702703,0.88,NA,0.846153846153846,0.28,NA,NA,0.914285714285714,0.324324324324324,0.243243243243243,0.864864864864865,0.5,0.783783783783784,0.454545454545455,0.235294117647059,1,0.8125,0.366666666666667,0.142857142857143,0.722222222222222,0.766666666666667,0.848484848484849,0.909090909090909,0.916666666666667,0.837837837837838,NA,0.516129032258065,0.444444444444444,0.648648648648649,0.675675675675676,0.648648648648649,0.918918918918919,0.105263157894737,0.297297297297297,0.888888888888889,0.594594594594595,0.705882352941176,0.837837837837838,NA,0.361111111111111,0.513513513513513,NA,0.485714285714286,0.823529411764706,0.305555555555556,1,0.72972972972973,NA,1,0.513513513513513,0.216216216216216,0.785714285714286,0.666666666666667,0.285714285714286,0.783783783783784,0.527777777777778,1,0.277777777777778,0.297297297297297,0.346153846153846,0.394736842105263,0.714285714285714,0.702702702702703,NA,0.27027027027027,0.891891891891892
"China","CHN","East Asia & Pacific","Upper middle income",0.891891891891892,NA,0.863636363636364,0.875,NA,0.891891891891892,0.837837837837838,0.472222222222222,0.361111111111111,1,1,1,0.378378378378378,0.277777777777778,0.25,NA,0.783783783783784,0.25,0.675675675675676,0.945945945945946,0.432432432432432,1,0.53125,0.0357142857142857,0.527777777777778,0.958333333333333,0.243243243243243,0.785714285714286,0.628571428571429,0.885714285714286,0.315789473684211,0.864864864864865,1,0.567567567567568,NA,0.517241379310345,NA,NA,0.333333333333333,0.294117647058824,0.4,0.945945945945946,0.216216216216216,0.324324324324324,0.805555555555556,0.675675675675676,0.515151515151515,NA,0.67741935483871,0.96875,1,1,0.444444444444444,0.966666666666667,0.606060606060606,0.727272727272727,0.0277777777777778,0.594594594594595,0.428571428571429,0.32258064516129,0.555555555555556,0.081081081081081,0.351351351351351,0.648648648648649,0.540540540540541,0.947368421052632,0.189189189189189,0.805555555555556,0.783783783783784,0.529411764705882,0.432432432432432,1,0.138888888888889,0.189189189189189,0.352941176470588,0.0571428571428572,0.0588235294117647,0.277777777777778,0.657142857142857,0.702702702702703,0.535714285714286,0.621621621621622,0.810810810810811,0.027027027027027,0.285714285714286,0.833333333333333,0.428571428571429,0.918918918918919,0.0555555555555556,0.638888888888889,0.583333333333333,0.918918918918919,0.461538461538462,0.842105263157895,NA,0.0540540540540541,0.888888888888889,0.162162162162162,0.567567567567568
