"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"AFG","Afghanistan",0.271627326744534,0.271626404433715,0.273059463891213,0.274492686113768,0.272758567533768,0.271024294027012,0.277578941344497,0.284150532000693,0.288244910371274,0.283583461539362,0.28445470960894,0.271708901812,0.26234437096349,0.253724349656564,0.252127508491633,0.254137148123398,0.245147618640107,0.256768158192421,0.251942029564179,0.249787139184209,0.249249951483652,0.237330797474215,0.22775681611055,0.221414732100714
"ALB","Albania",0.34528857811725,0.345827721911078,0.344338751228496,0.34231760775153,0.343207346149586,0.343849415954084,0.348988771793928,0.354345852038017,0.352867691269985,0.360699511234282,0.355340633907229,0.358999602271147,0.366459586087412,0.3748405401542,0.393396581422704,0.405229562909305,0.404907609961378,0.410167380246356,0.416386471845325,0.422279376550475,0.428046257638431,0.423989174549356,0.425421695936011,0.426644536519477
"DZA","Algeria",0.300230436322056,0.301322027650404,0.299707866744963,0.298392407751443,0.301419203992282,0.304616418456521,0.310386801481341,0.316531211333235,0.321106763778456,0.328376825869472,0.341759721635104,0.334137234425191,0.327401613758079,0.325251624233404,0.31783565371895,0.315629285992254,0.310366311313789,0.307548154615257,0.311614385763151,0.292003713635698,0.298403283131736,0.300801091871493,0.323961123101645,0.328359651911495
"AND","Andorra",0.158731182852864,0.162094593107682,0.16791731206009,0.178859957677765,0.186227377599045,0.192284522039439,0.196546502107816,0.197913393216833,0.214181223874602,0.236326826951466,0.259269291858045,0.283799782734361,0.32020664102822,0.323603538353878,0.33963353542186,0.34681139509072,0.350884951414185,0.362009158758264,0.375827088205852,0.382677315735457,0.391250136007387,0.398293601229755,0.395414897843132,0.39996109990015
"AGO","Angola",0.195067744644627,0.195067002767035,0.188180328108099,0.181287738174464,0.181563349984339,0.181918968896846,0.19517263535348,0.208456621251432,0.224916355138975,0.227298812805594,0.231888767503963,0.236126787431999,0.234248583528704,0.23736869248911,0.243023731339404,0.246059434746377,0.244568926696019,0.25484334347473,0.254863707028938,0.239371337564587,0.233678106591194,0.23974826859584,0.243496546832169,0.251473425989735
"ATG","Antigua and Barbuda",0.50188040271256,0.502384631768481,0.504140551277477,0.505868032675924,0.507027916651747,0.509111368190184,0.509897030523068,0.513065889406875,0.516515225578063,0.516755845637945,0.509583966465885,0.518485075033373,0.515923497498997,0.518950374533168,0.519935573019872,0.517627259283462,0.511085070637185,0.516954851958936,0.503951370053919,0.459846364826502,0.468437443293706,0.461126039173835,0.441268729415271,0.449840967516341
"ARG","Argentina",0.402588524073192,0.405526056545314,0.401460356846661,0.398755125842848,0.398848534456637,0.400577239738251,0.373169244639045,0.353544986929558,0.364925525241706,0.367420653794282,0.391647228902759,0.391841466908571,0.398198036040644,0.386602716541423,0.381848498944863,0.389140357355246,0.392543955967441,0.382505892055747,0.365601571174965,0.340472981706634,0.344526058603114,0.370545522025516,0.376848988907287,0.378078414355211
"ARM","Armenia",0.411192687580355,0.407184770501926,0.401811262534691,0.413448042499109,0.418612351001138,0.419912243205849,0.426666936464711,0.443720333984321,0.457863769031438,0.446475533590666,0.453003538941392,0.456187147347966,0.458580351503367,0.473934668695982,0.461949317048413,0.469059466506085,0.469195308965945,0.474441053389396,0.48300495493953,0.479810953340847,0.48755981664475,0.491947547955546,0.489939660190934,0.498224383782761
"AUS","Australia",0.679355131906459,0.683402774471164,0.687661719405094,0.693084258249744,0.700195621369486,0.708431281441912,0.71386319319869,0.716462564051112,0.721278113487976,0.72910004614368,0.726572534776077,0.736204648128272,0.738460649703687,0.742220225075767,0.732550199130581,0.732463286011071,0.736295446743495,0.736468821838067,0.740341974140933,0.723407098806218,0.721254159802323,0.729187248529627,0.715270606836579,0.722756849796896
"AUT","Austria",0.694621333554348,0.701009414829651,0.704256103484669,0.706919431238195,0.711104725072414,0.715023368802219,0.723437480965648,0.730004586383152,0.727412364544232,0.732251116254471,0.733666153386515,0.73522554853807,0.741142258340485,0.734518169546543,0.716967666058831,0.714174422773333,0.714735549364826,0.715559172054572,0.72453327356264,0.718704206883373,0.716541404296356,0.713995870470454,0.716424991229787,0.715978914633358
"AZE","Azerbaijan",0.317312368831076,0.314835113162436,0.320073990303985,0.325778234368659,0.32662881510388,0.327190611143937,0.331077011896712,0.369678760680891,0.376732631918675,0.379883447797729,0.384238785041137,0.36959793112889,0.367530218711306,0.360771968796031,0.395298625980629,0.39817652440212,0.402008111785547,0.393667738483389,0.407386340157054,0.413954423640466,0.424761972957217,0.425795517880562,0.415473458374237,0.414018059676083
"BHS","Bahamas",0.478155957918707,0.478648980359509,0.482798835050769,0.48729973892331,0.490980045319877,0.495650495525422,0.49913418167593,0.504818512615568,0.501851554819871,0.504185537162685,0.50296515729694,0.496260624865905,0.498096856604865,0.499858451621368,0.488827149299147,0.48137720221501,0.482039163330587,0.483716031935117,0.467798396494977,0.454254916069194,0.450043409029654,0.446708985067436,0.44066338346351,0.437618978170149
"BHR","Bahrain",0.449659472998017,0.450908756478195,0.456514482130576,0.462544789949549,0.466684407612958,0.471434418563221,0.485616756342857,0.498100672546631,0.492723923592081,0.492544903928712,0.482996923788364,0.47199582322203,0.483121164962846,0.4921330042802,0.496902223522249,0.488719351685461,0.494810109332875,0.493977776687069,0.48830348360182,0.489169363138086,0.489021862470844,0.486618740278629,0.479460509325311,0.482622022611508
"BGD","Bangladesh",0.245313059048626,0.2451511518697,0.250241077493534,0.255208856118042,0.248606431987747,0.242020821575622,0.237057243263231,0.231279030766034,0.227421467140823,0.219821868531786,0.217186843493472,0.225261496414218,0.23583156012401,0.240074084119713,0.2410194009364,0.245191975310295,0.248614884982719,0.248649234276132,0.246542757013123,0.259957209312463,0.258025685262439,0.26381640983883,0.263030558283369,0.266562319858521
"BRB","Barbados",0.491974210972848,0.49249185543942,0.496220641474231,0.499874642951717,0.501791733471056,0.508966163670331,0.510534886398118,0.51848690249083,0.525283017664023,0.530258178070544,0.534086961726604,0.530289710215855,0.541695831084211,0.54170808304411,0.541521885279992,0.539283986514282,0.547535985265248,0.544234825912062,0.541280904059979,0.518508435182106,0.525937971615202,0.512575925183069,0.512673048677528,0.506055281182112
"BLR","Belarus",0.359578953038554,0.366493240985264,0.363724780081021,0.367111057698425,0.370913140903876,0.372637446317036,0.370422311409761,0.367053079888104,0.391959408639738,0.388783620400302,0.392801427408032,0.381716183328621,0.396544909632189,0.41415051708917,0.453812142662766,0.468459836803671,0.480861996073734,0.505481854404999,0.502188460245978,0.477466721397548,0.479892995989059,0.484544660837465,0.508836918284595,0.514122070361591
"BEL","Belgium",0.597040726622743,0.601720364150452,0.600741044885835,0.593183624245498,0.595239294328011,0.604062069380469,0.608255576013657,0.615727064219348,0.607687372222546,0.607242962228766,0.612011148425652,0.609530656706277,0.610215864845928,0.61547030344313,0.621294958298202,0.621968388391819,0.624512615712686,0.627770331408637,0.627459926103065,0.620168506016492,0.620978368789188,0.62330298117238,0.617730609612078,0.610618150048821
"BLZ","Belize",0.390324729383209,0.398596092913733,0.394144918011744,0.396052022405798,0.392104311742676,0.389474235685352,0.38952878320813,0.390161407658186,0.399102464124362,0.385628822120638,0.387090068712521,0.384730508273983,0.380349583022807,0.373922356242799,0.371993044365044,0.366737777146156,0.35646458265655,0.359472702410738,0.35510441288337,0.336184255093823,0.3365446974012,0.33201354206996,0.331633687538158,0.33092540802591
