"country","iso3","income","region","EG.FEC.RNEW.ZS","SL.TLF.CACT.FE.ZS","SH.STA.SMSS.ZS","SH.H2O.SMDW.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","NY.ADJ.SVNG.GN.ZS","ER.H2O.INTR.PC","gov_effect","cont_corr","reg_qua","sdg9_intuse","water_efficiency_FAO","water_efficiency_ceo","WWT.new","BHV.new","FSH.new","GIB.new","wbl","agri_value","waste_managed","lpi_score","conf_gov","trust_ppl","agri_land","LGBT_acc","wat_qua","food_sec","gini_ghg","EN.POP.SLUM.UR.ZS","SI.POV.GINI","EN.ATM.PM25.MC.M3","EN.ATM.CO2E.PC","pov_1016","sec_aparat","ref_idp","risk_to_assets","risk_wellbeing","Tenure.insecurity","waste_rate","forest_loss","pop_dis","rain_exp"
"Ireland","IRL","High income","Europe & Central Asia",0.117894789749664,0.77096364360072,0.805449839396567,0.971192759186556,0.868020304568528,0.992736997100024,0.912280701754386,0.926565138561673,0.831643027363501,0.0202596538235281,0.826713059189125,0.834254967190865,0.869651304332427,0.839032941200312,NA,NA,0.896896896896897,0.280769230769231,0.0865102639296188,0.791267305644302,0.966078697421981,0.22034801503675,0.999999999941443,0.744292237442922,NA,NA,0.0240576501808621,0.863013698630137,0.763757651492196,0.93950177935943,0.229847933643431,NA,0.753581661891118,0.97499552942505,0.825056308329312,0.995042232831436,0.750892526292176,0.988888888888889,0.984912572934117,0.984536159289679,0.75,0.746418829666933,0.853577312608044,0.999873944882991,0.87724075650539
"Isle of Man","IMN","High income","Europe & Central Asia",0.0546229612690152,NA,NA,0.969952534110756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999895327,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717350855861518,0.973781009752168,NA,NA
"Israel","ISR","High income","Middle East & North Africa",0.0481342577230525,0.825483679558011,0.930002410727284,0.993347997620696,0.795262267343486,0.652268801189826,0.982456140350877,0.851167855117298,0.82713592056597,0.000175803644242122,0.781394448717568,0.644646660119802,0.786519700622558,0.813366973685544,0.105894969108512,0.166867378769315,0.816816816816817,0.396153846153846,0.620234604105572,0.603833865814696,0.694708276797829,0.729812739842415,0.992730791012807,0.634703196347032,NA,NA,0.11573936720139,0.520547945205479,0.339868693176985,0.850533807829181,0.235877678367024,NA,0.575931232091691,0.834672758124533,0.833181074625305,0.995501285347044,NA,NA,0.973372645199513,0.96725689986728,0.795454545454545,0.703590466458909,0.917472617146109,0.829786212707181,0.920708065898047
"Italy","ITA","High income","Europe & Central Asia",0.214421877431761,0.535596285947224,0.958051009033807,0.946624734970752,0.805414551607445,0.623266213169355,0.929824561403509,0.902557189427391,0.747453234255013,0.00578160013449771,0.611699194047751,0.507338600253857,0.673145103188123,0.625872673293411,0.0407317285187696,0.0576949380266586,0.587587587587588,0.173076923076923,0.171554252199413,0.502662406815761,0.966078697421981,0.324873101461652,0.999999999818506,0.789954337899543,0.251264755480607,0.341225626740947,0.0506928311840548,0.657534246575343,0.491069609458999,0.793594306049822,0.341911318765385,NA,0.664756446991404,0.883998849633178,NA,0.982005141388175,0.490954292857924,0.555555555555556,0.869524275668497,0.874371148901857,0.886363636363636,0.821998142123365,0.964457657902251,0.999301068181461,0.80346514324006
"Japan","JPN","High income","East Asia & Pacific",0.0817523366060643,0.719009795681903,0.986286412455082,0.98336140306755,0.932318104906937,NA,0.982456140350877,0.974413686217209,0.759326556954194,0.0065062855526572,0.881292304623698,0.803699637478636,0.807582994604312,0.843835810762886,NA,NA,0.752752752752753,0.509615384615385,0.469208211143695,0.320553780617678,0.754409769335143,0.16902029695031,0.999999999982992,0.908675799086758,0.522765598650927,0.440111420612813,0.0808063921135776,0.452054794520548,0.863223847986783,0.806049822064057,0.340951508451221,NA,NA,0.937751594956448,0.79804297768184,0.995501285347044,0.870030883282874,0.722222222222222,0.853349069734587,0.863956873074588,0.659090909090909,0.925972477048404,0.975926650514838,0.992086105659995,0.975472742804784
"Korea, Rep.","KOR","High income","East Asia & Pacific",0.0351514180072071,0.720992087721214,0.998941412232695,0.980780583991494,0.934010152284264,0.603626893319656,0.982456140350877,0.918346231759665,0.872575893845752,0.00246101186681077,0.775937705855061,0.599173932278352,0.755168156894329,0.950035970858538,0.0408465482360452,NA,0.767767767767768,0.457692307692308,0.13782991202346,0.412140575079872,0.796472184531886,0.14166864023542,0.999999996929448,0.753424657534246,0.715008431703204,0.428969359331476,0.128101326101317,0.452054794520548,0.788593519934728,0.754448398576512,0.152647187250729,NA,NA,0.795701792210664,0.71368366299213,0.995501285347044,0.815877084650738,0.933333333333333,0.868469267907048,0.877467126680683,0.659090909090909,0.916596164737821,0.956127571612103,0.996534929757915,0.992179262823795
"Kuwait","KWT","High income","Middle East & North Africa",0,0.674662305432694,1,0.999999976181546,0.478849407783418,0.598945022380057,0.859649122807018,0.696312913231601,0.837309969961797,0,0.504520838497882,0.376486222783086,0.520503492166859,1,NA,NA,0.43043043043043,0.765384615384615,0.171554252199413,0.288604898828541,0.0841248303934871,0.0788180395048424,0.999910851271777,0.438356164383562,NA,NA,0.0514307013257659,0.26027397260274,0.692815842304913,0.775800711743772,NA,NA,NA,0.415339836149498,0.371593665651532,NA,0.718400247112894,0.820369041115482,NA,NA,0.159090909090909,0.748881965240608,NA,NA,0.503001412965042
"Latvia","LVA","High income","Europe & Central Asia",0.494588743114602,0.769119690539223,0.843174833539932,0.948252163647476,0.72927241962775,0.677095386238463,0.947368421052632,0.88064314639863,0.729520026649011,0.0163623966913133,0.746196935585502,0.530508172437415,0.763871409809499,0.798502396368463,0.112907795861838,0.183938368562372,0.906906906906907,0.557692307692308,0.0601173020527859,0.37912673056443,1,0.131791872717097,0.84036588573994,0.465753424657534,NA,NA,0.0123581503935512,0.383561643835616,0.72797299453475,NA,0.159512913112428,NA,0.673352435530086,0.919411086549567,0.941099229453282,0.987697392581711,0.766977397529109,0.877777777777778,0.856700356345717,0.837192640870843,0.840909090909091,0.861098008459628,0.804899858052613,NA,0.724973566114904
"Liechtenstein","LIE","High income","Europe & Central Asia",0.819611789861218,NA,0.996128111980735,0.999999976181546,NA,0.696787971969278,NA,NA,NA,NA,0.894798128400738,0.948979541822592,0.848320866716982,0.980747991204872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179686862524053,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.523176618895059,0.992741085010038,NA,NA
"Lithuania","LTU","High income","Europe & Central Asia",0.375974245165311,0.779891548835942,0.903872609153668,0.914378807355778,0.708967851099831,0.670763852012458,0.87719298245614,0.770503510676786,0.78258301709467,0.0101531861462088,0.752380819708645,0.572703306299764,0.75506662777227,0.773180938484766,0.125031170483544,0.194929482994177,0.513513513513513,0.438461538461538,0.165689149560117,0.416400425985091,0.915875169606513,0.0931443228389049,0.83638782292934,0.547945205479452,0.507588532883642,0.412256267409471,0.0169912023510182,0.342465753424657,0.582527621845265,NA,0.111592110006093,NA,0.624641833810888,0.936169626717431,0.915920665718337,0.986962908556739,0.740061766565749,0.9,0.937785927451787,0.930784934844309,0.977272727272727,0.850537044946476,0.862786180989732,NA,0.992615700715381
"Luxembourg","LUX","High income","Europe & Central Asia",0.117244581331068,0.748743824562318,0.962793027855303,0.997037409386302,0.6751269035533,0.643599831672969,1,0.982498490346853,0.806743995583794,0.00346168295528285,0.903169344710543,0.96892848007395,0.897841553184719,0.973280238319604,1,1,0.984984984984985,0.348076923076923,NA,0.741214057507987,1,0.27952909322679,NA,0.840182648401826,NA,NA,0.0337371982842376,0.835616438356164,0.253091608738107,NA,0.247284992196227,NA,0.693409742120344,0.952027693263307,0.624932919674053,0.998714652956298,0.967507720820718,0.8,0.991902489248465,0.991950433286338,0.545454545454545,0.718062353783888,0.928845564757003,0.996770226777983,0.760829855883609
"Macao SAR, China","MAC","High income","East Asia & Pacific",0.0915408477132318,0.911766110348826,NA,0.999999976181546,0.788494077834179,0.621083312094857,NA,NA,NA,NA,0.780573817138641,0.626980015147957,0.866295026802389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99973958298138,NA,1,0.547353760445682,NA,NA,NA,NA,NA,NA,NA,NA,0.946414248557358,NA,NA,NA,NA,NA,NA,0.723744032780997,0.935039859393352,0.998729777045795,NA
"Malta","MLT","High income","Middle East & North Africa",0.0695187115727443,0.617253388185714,0.922385941736761,1,0.690355329949239,0.664063667360258,0.964912280701754,0.944422377374704,NA,0.000223797283676747,0.730247846373734,0.593140890460647,0.806181892719914,0.807601503683213,0.136054559727999,0.202910952839343,NA,0,0.131964809384164,0.660276890308839,0.848032564450475,0.430243046265341,0.927657304654567,0.429223744292237,NA,NA,0.147357354776342,0.821917808219178,NA,NA,NA,NA,0.856733524355301,0.914264924920091,0.957799172961707,0.998714652956298,0.783384805471457,0.7,0.967204494971849,0.965131945624718,0.909090909090909,0.71965132378524,0.894759466342263,NA,NA
"Monaco","MCO","High income","Europe & Central Asia",NA,NA,1,0.999999976181546,NA,NA,1,NA,NA,NA,NA,NA,NA,0.970139121095135,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275814478850649,NA,NA,NA
"Netherlands","NLD","High income","Europe & Central Asia",0.0764570536317673,0.805077097638573,0.972047890816681,0.999472859128054,0.857868020304569,0.850420984351773,0.894736842105263,0.997800716173239,0.85381334241269,0.00125608004455142,0.918603243948507,0.949307667339188,0.955025351380345,0.931067675877233,0.0368939079265093,0.0518268561782513,1,0.171153846153846,0.145161290322581,0.370607028753994,0.966078697421981,0.662034310325152,0.999999999988357,0.945205479452055,0.640809443507589,0.785515320334262,0.1701022695528,0.958904109589041,0.174524128120569,0.903914590747331,0.344882798524828,NA,0.876790830945559,0.934240151450285,0.769176387371711,0.999081894968784,0.815877084650738,0.788888888888889,0.981558182943514,0.982989274171381,0.863636363636364,0.794176535792141,0.961167411647064,1,NA
"New Zealand","NZL","High income","East Asia & Pacific",0.399705306772208,0.904344106952619,0.874763896746067,0.999999976181546,0.802030456852792,0.714922846483155,0.894736842105263,0.989260597763108,0.797184735293194,0.13964046388895,0.880103187232916,0.990595933388324,0.952207048364578,0.906891205885035,0.0271021150766354,0.0284225363693641,0.798798798798799,0.515384615384615,0.032258064516129,0.483493077742279,0.924016282225238,0.584206779375303,0.999999999675823,0.767123287671233,0.693086003372681,0.759052924791086,0.0232536033721812,0.808219178082192,1,0.846975088967971,0.17095214210357,NA,NA,0.998991508894841,0.841159022901838,NA,0.913353922188583,0.922222222222222,NA,NA,0.772727272727273,0.642176471163515,0.893324173045391,0.966599904855013,0.764239502918257
"Northern Mariana Islands","MNP","High income","East Asia & Pacific",0,NA,NA,0.89501493482945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997178853680587,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.957052099178538,NA,NA,NA,NA,NA,NA,NA,0.732025798140898,NA,0.988071937233844,NA
