"country","iso3","income","region","EG.FEC.RNEW.ZS","SL.TLF.CACT.FE.ZS","SH.STA.SMSS.ZS","SH.H2O.SMDW.ZS","HD.HCI.OVRL","SE.SEC.ENRR","SH.IMM.IDPT","account.t.d.7","NY.ADJ.SVNG.GN.ZS","ER.H2O.INTR.PC","gov_effect","cont_corr","reg_qua","sdg9_intuse","water_efficiency_FAO","water_efficiency_ceo","WWT.new","BHV.new","FSH.new","GIB.new","wbl","agri_value","waste_managed","lpi_score","conf_gov","trust_ppl","agri_land","LGBT_acc","wat_qua","food_sec","gini_ghg","EN.POP.SLUM.UR.ZS","SI.POV.GINI","EN.ATM.PM25.MC.M3","EN.ATM.CO2E.PC","pov_1016","sec_aparat","ref_idp","risk_to_assets","risk_wellbeing","Tenure.insecurity","waste_rate","forest_loss","pop_dis","rain_exp"
"Norway","NOR","High income","Europe & Central Asia",0.749996555800375,0.836854791825154,0.738011387889537,0.982169891905816,0.808798646362098,0.734317364343674,0.947368421052632,0.993368503825585,0.842588537012513,0.143200774269101,0.926433764821755,0.969464721412495,0.905173617655037,0.963096938930602,0.108511946150745,NA,0.642642642642643,0.786538461538461,0.0967741935483871,0.65814696485623,0.957937584803257,0.967666473039343,1,0.794520547945205,0.84822934232715,0.974930362116991,0.0332636746880647,0.904109589041096,0.839552249329386,0.919928825622776,0.641282184047378,NA,0.919770773638968,0.988333298139639,0.827543867453491,0.998163789937569,0.880861643009301,0.833333333333333,1,1,0.909090909090909,0.869525927338998,0.942689684780519,0.999594129450718,0.835378767793779
"Oman","OMN","High income","Middle East & North Africa",0,0.383668581017756,NA,0.89535646072359,0.55668358714044,0.6628496579256,1,NA,0.565490346549589,0.000669467578452843,0.563138852630582,0.50994643839595,0.552665564006737,0.799231946175437,0.0328894390249733,0.0432542568049195,0.133133133133133,0.9,0.312316715542522,0.222577209797657,0.169606512890095,NA,0.955786766999295,0.529680365296804,NA,NA,0.0073787250058072,NA,0.707627019800555,0.661921708185053,0.0913572641758648,NA,NA,0.624451213643816,0.658912631939374,NA,0.718400247112894,0.911111111111111,NA,NA,NA,0.85764170161448,0.809667999267124,0.996412465086445,0.781199355796224
"Panama","PAN","High income","Latin America & Caribbean",0.275661924168481,0.728859648138766,NA,NA,0.404399323181049,0.449304582538886,0.807017543859649,0.301741707803533,0.937765892584487,0.0674296435945315,0.519123610063699,0.310452395852454,0.593619068654408,0.573061373377512,0.038891180308914,0.0478519581993736,0.23023023023023,0.296153846153846,0.0865102639296188,0.711395101171459,0.720488466757124,0.0319677868012608,0.79395397685605,0.575342465753424,NA,NA,0.00904743750716581,0.506849315068493,0.820011070304146,0.669039145907473,0.183451355294636,0.8060046243294,0.283667621776504,0.940997722339587,0.965611791083578,0.959419757620272,0.480123533131497,0.833333333333333,0.951017332444984,0.932802450658482,0.568181818181818,0.907714488702655,0.930104643580557,0.989892940407516,0.844936055465098
"Poland","POL","High income","Europe & Central Asia",0.154635028800062,0.659741567402161,0.925355020637298,0.990919021530686,0.768189509306261,0.696512273663674,0.929824561403509,0.835888640992086,0.786444973222954,0.00271555297331207,0.664844568971432,0.608472930996476,0.707609592118307,0.756664741465787,0.0361805304428009,0.0541136885200412,0.608608608608609,0.355769230769231,0.0703812316715542,0.572949946751864,0.915875169606513,0.0548756619290953,0.867114842930397,0.684931506849315,0.239460370994941,0.306406685236769,0.0331764924471866,0.438356164383562,0.338288445240599,0.790035587188612,0.0913374214727785,NA,0.842406876790831,0.840034041900441,0.826515074047903,0.996143958868895,0.783384805471457,0.811111111111111,0.981420805920791,0.978344588367435,0.863636363636364,0.97039407405023,0.89997171810187,0.999293279543284,0.999610954436283
"Portugal","PRT","High income","Europe & Central Asia",0.352556250272165,0.745839526683152,0.830825550836445,0.949554692703054,0.817258883248731,0.757662399963877,1,0.869586182685527,0.735256226454685,0.00703585845368482,0.781544349020877,0.660412562436604,0.707780023420769,0.734433737625518,NA,NA,0.549549549549549,0.157692307692308,0.43841642228739,0,0.966078697421981,0.12235242649479,0.999999996655496,0.712328767123288,NA,NA,0.0265049300253515,0.657534246575343,0.689327525545868,0.829181494661922,0.23031788903507,NA,0.724928366762178,0.975504988647482,0.910563752409036,0.993573264781491,1,0.897263413363057,0.990208888058142,0.991392589793909,0.840909090909091,0.846565877418308,0.554628406626988,0.996204792896354,0.880131985713646
"Qatar","QAT","High income","Middle East & North Africa",0,0.783026274902307,0.956098732158906,0.958925609038243,0.544839255499154,NA,0.982456140350877,NA,0.922364854452848,0.0000438536465953534,0.658133346990577,0.629276002603023,0.645340729915969,0.973543686861011,0.165250593859069,0.180939980792448,0.6996996996997,0.884615384615385,0.0469208211143695,0.902023429179979,0.0841248303934871,0.0802453788374947,0.999997842623606,0.684931506849315,NA,NA,0.0208789090712581,0.219178082191781,NA,0.889679715302491,0.13383927823534,NA,NA,0.0910489906363855,0,NA,0.891692402735729,0.922222222222222,NA,NA,NA,0.830396964858592,NA,0.997867764201726,0.994730213384235
"Romania","ROU","High income","Europe & Central Asia",NA,0.611091500470055,0.7404804935868,0.805408640246128,0.521150592216582,0.538520354221529,0.771929824561403,0.353442295209691,0.719689710505044,0.00409942689677858,NA,NA,NA,0.632661539552745,0.019119091145455,0.0328589076008408,0.303303303303303,0.265384615384615,0.752199413489736,0.773162939297125,NA,0.0440939686431603,0.708780065106104,0.502283105022831,0.166947723440135,0.139275766016713,0.0159059850740558,0.342465753424657,0.568395754883469,0.693950177935943,0.108748709510239,NA,0.66189111747851,0.906788904094318,NA,0.937201615864855,0.815670243893065,0.855555555555556,0.907943865358224,0.906024242636049,0.909090909090909,1,0.958860152305536,0.997609226862099,0.91926360916762
"San Marino","SMR","High income","Europe & Central Asia",NA,NA,0.748063160672152,0.999999976181546,NA,0.39293191101237,0.842105263157895,NA,NA,NA,NA,NA,NA,0.59653869147136,NA,NA,NA,NA,NA,NA,0.728629579375848,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798477406035401,0.998140860251786,NA,NA
"Saudi Arabia","SAU","High income","Middle East & North Africa",0.0000775875149552998,0.245401615674698,0.753882213107121,NA,0.494077834179357,0.695302211799264,0.947368421052632,0.631439356838624,0.822680181969558,0.000149494481902089,0.592389744201219,0.538261192307605,0.498413214724122,0.818828464601635,0.0232675473958576,0.0319059958241539,0.117117117117117,0.842307692307692,0.224340175953079,0.261980830670927,0.601085481682497,NA,0.907696467222873,0.493150684931507,NA,NA,0.000432440578530461,0.191780821917808,0.635523929978473,0.752669039145907,NA,0.896073901171147,NA,0.125583732033917,0.573652499495928,NA,0.425969734499361,0.655555555555556,NA,NA,0.295454545454545,0.803152228197318,NA,0.999664530816336,0.761487280472564
"Singapore","SGP","High income","East Asia & Pacific",0.00919950871548545,0.861963550771457,1,0.999999976181546,1,0.654250428816327,0.947368421052632,0.962331432190727,1,0.000211250147173788,1,0.990553098244837,0.978278376649569,0.842437506966187,NA,0.527382913127045,1,0.282692307692308,1,0.303514376996805,0.762550881953867,NA,0.999481976259417,0.93607305936073,NA,NA,1,0.438356164383562,NA,1,0.3992996437383,NA,NA,0.859204249525678,0.85799061601477,NA,0.967507720820718,1,NA,NA,1,0.158996373442834,0.884198333242946,NA,NA
"Slovak Republic","SVK","High income","Europe & Central Asia",0.17407792189304,0.712986188325847,0.806623754015507,0.997715931283216,0.678510998307953,0.554343005259827,0.947368421052632,0.770534457447332,0.733618508502179,0.00447806824173332,0.674417699971105,0.539064588890899,0.691071692595369,0.813822942314902,0.123385440711581,0.184676825892822,0.436436436436436,0.325,NA,0.618743343982961,0.924016282225238,0.378209872200247,NA,0.520547945205479,0.36256323777403,0.268802228412256,0.0199460187473757,0.465753424657534,0.337215702331985,0.660142348754448,0.158704244606087,NA,0.97134670487106,0.875346744879069,0.877270284255092,0.992471538744032,0.909816540896322,0.788888888888889,0.926830274971246,0.927136446653393,0.772727272727273,0.939612431960472,0.914690384976344,0.999343819758955,0.764253100194452
"Slovenia","SVN","High income","Europe & Central Asia",0.271030512502195,0.734975520558839,0.812394004568965,0.979049374347767,0.83756345177665,0.71389063581665,0.894736842105263,0.952787527505213,0.786334605250481,0.017436971260633,0.763790662367317,0.665493443178247,0.657397780557812,0.786049386468878,0.0354551218517994,0.055383029136171,0.890890890890891,0.396153846153846,NA,0.556975505857295,0.915875169606513,0.134808982813395,0.98709990735655,0.589041095890411,0.0876897133220911,0.323119777158774,0.0245829080418529,0.589041095890411,0.56036550665336,NA,0.17205011264081,NA,1,0.891740496729342,0.873350562415406,1,0.998854876888627,0.766666666666667,0.877168112760697,0.885722703434166,0.931818181818182,0.849621016318361,0.968119905030348,0.978817609863406,0.751221089271357
"Spain","ESP","High income","Europe & Central Asia",0.211010818099825,0.707254499660266,0.962610572886019,0.983229930597494,0.761421319796954,0.794538127340707,0.947368421052632,0.92811858709236,0.779830305199136,0.00460724820152939,0.737370390100895,0.601515992762228,0.721653160004339,0.843977667669798,0.0300095783865887,0.0425114431654495,0.914914914914915,0.2,0.215542521994135,0.502662406815761,0.966078697421981,0.366324359083514,0.999999999553686,0.812785388127854,0.220910623946037,0.541782729805014,0.0272508407579611,0.890410958904109,0.385846707618136,0.788256227758007,0.298690922999917,NA,0.699140401146132,0.959129940279943,0.89648176279236,0.987513771575468,0.675077208207186,0.9,0.987041473991008,0.988655871589192,0.863636363636364,0.859957300242523,0.890818649197456,0.999855594121726,0.807604362159761
"Sweden","SWE","High income","Europe & Central Asia",0.691262944815296,0.850039199829474,0.926759149628426,0.999354384603435,0.857868020304569,0.970634709225824,0.964912280701754,0.996542610924527,0.847934887594621,0.0339632904329675,0.914439372101603,0.98184384023656,0.914260915510165,0.95450446342625,0.162345444484585,0.235352130134569,1,0.792307692307692,0.12316715542522,0.663471778487753,1,0.590968793706486,0.999999999995457,0.945205479452055,0.704890387858347,0.845403899721448,0.0225335087113821,0.863013698630137,0.758827196187366,0.916370106761566,0.680624124401044,NA,0.868194842406877,0.996555623635768,0.920201759946079,0.993940506793977,0.750892526292176,0.6,0.998387455517369,0.998401319201697,0.954545454545455,0.850941808908824,0.841085923364508,NA,0.893801297752275
"Switzerland","CHE","High income","Europe & Central Asia",0.328340720874795,0.875024977769227,0.994903604997132,0.951098799310785,0.802030456852792,0.631666116298618,0.947368421052632,0.973355941470105,0.837095202420913,0.00950124007024847,0.95901339623815,0.949478116752026,0.906858351918009,0.895491990151078,0.32988385552074,0.374645604975048,0.966966966966967,0.432692307692308,NA,0.59531416400426,0.80461329715061,0.215934117455407,NA,0.872146118721461,0.949409780775717,0.766016713091922,0.0391787188931743,0.794520547945206,0.625663683040355,0.923487544483986,1,NA,0.756446991404011,0.952683230718686,0.926628866388121,1,0.92418468191501,0.8,0.970268738616137,0.971608322573295,0.977272727272727,0.644287120795262,0.979468768311134,0.999744164005436,0.762518209111916
"Taiwan, China","TWN","High income","East Asia & Pacific",NA,NA,NA,NA,NA,NA,NA,0.907348622365454,NA,NA,0.814320689567881,0.70473070195839,0.816047926731184,NA,NA,NA,0.0700700700700701,0.403846153846154,0.155425219941349,1,0.881953867028494,NA,0.997178853680587,0.753424657534246,0.733558178752108,0.399721448467966,0.13403891791636,0.561643835616438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681818181818182,0.950441594098064,NA,NA,NA
"United Arab Emirates","ARE","High income","Middle East & North Africa",0.0017799376771204,0.712571288628823,0.958847637415751,NA,0.619289340101523,0.648066481083052,1,0.823088739291727,NA,0.0000313506092515064,0.829052914807069,0.735621672645814,0.717657963084842,0.947512944442756,NA,NA,0.767767767767768,0.892307692307692,0.165689149560117,0.145899893503727,0.407055630936228,0.299036140869807,0.999271505357982,0.863013698630137,NA,NA,0.0386002248087192,NA,0.672472896804188,0.806049822064057,0.144623614725073,NA,NA,0.62655755253423,0.449159568916849,1,0.77255404574503,0.9,NA,NA,0.227272727272727,0.74866275459093,NA,0.999921648199279,0.483861141494804
"United Kingdom","GBR","High income","Europe & Central Asia",0.113095167126172,0.792753204970832,0.975159233738819,0.999879237566738,0.825719120135364,0.75731469797709,0.912280701754386,0.942520896701423,0.730535980807217,0.00432246233717568,0.809952417477285,0.903837509012239,0.902191725516771,0.945486417201163,0.267289586294412,0.343155494547466,0.984984984984985,0.275,0.0821114369501466,0.779552715654952,0.966078697421981,0.380225910325097,0.999999999907313,0.917808219178082,0.344013490725126,0.530640668523677,0.0225656708922877,0.835616438356164,0.166065010083799,0.852313167259786,0.361652307177736,NA,0.696275071633238,0.950876638761172,0.88242573210882,0.997429305912596,0.664246448480759,0.918476808773519,0.987455482810946,0.987879140788755,0.840909090909091,0.822416149728456,0.878632093506803,0.998120716779221,0.697941400866439
"United States","USA","High income","North America",0.113163326464905,0.774543985306642,0.889009543392024,0.989258805916342,0.793570219966159,0.608933638311204,0.912280701754386,0.846263426791399,0.74562616041821,0.017049598535987,0.860181090568256,0.77970349109687,0.868062386555488,0.870971010527809,0.0351304388749967,0.0453096296946032,0.588588588588589,0.534615384615385,0.0498533724340176,0.538871139510117,0.881953867028494,0.588271940666003,0.999999999990434,0.876712328767123,0.408094435075885,0.486072423398329,0.0136945294695391,0.767123287671233,0.746716031651061,0.934163701067616,0.207877364284213,NA,0.515759312320917,0.983508464025211,0.623345445733452,0.987146529562982,0.664246448480759,0.877777777777778,0.944532620906415,0.937810102244515,0.795454545454545,0.580054603971944,0.858230774328215,0.931982979769358,0.829250371389538
"Uruguay","URY","High income","Latin America & Caribbean",0.753242571484633,0.759700037132438,NA,NA,0.519458544839255,0.760023625944717,0.859649122807018,0.465559548595428,0.752509194238704,0.0522164994233089,0.642533388471653,0.762575790652239,0.62660588041095,0.678592779483438,NA,NA,0.02002002002002,0.415384615384615,0.0483870967741935,0.624068157614483,0.848032564450475,0.17700545987386,0.912413100422278,0.356164383561644,NA,NA,0.00592048860803868,0.821917808219178,0.78608442687895,0.740213523131672,0.109713591302552,NA,0.555873925501433,0.963636500739568,0.983680801460828,0.998163789937569,0.588084574322763,0.866666666666667,0.987221269974652,0.986278804863044,0.75,0.91047301396268,0.789385307138938,0.982323604583167,1
